clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
3178114499,036.298.120-58,danny77@example.net,Jo Marquez,Endereco: Martin LLC,4190,Complemento: Stafford-Pham,1931-01-07,F,42,+1-674-558-2913x51094,Jessicaland,61186776,RS,2024-04-25 15:00:47.250441
1771467694,778.104.966-70,castillomichelle@example.net,Arthur Silva,Endereco: Taylor-Miller,3680,Complemento: Navarro-Russell,2017-03-29,F,42,306.617.4260x82960,Fischerfurt,96740188,RS,2024-04-25 15:00:47.251051
5925876099,898.453.569-90,jenniferpadilla@example.net,Kyle Davis,"Endereco: Vasquez, Owens and Thompson",4652,Complemento: Turner Inc,1973-08-04,F,42,987-455-1386x12609,North Denise,39316329,RS,2024-04-25 15:00:47.251642
9795095830,150.468.506-72,mark65@example.com,Teresa Nguyen,"Endereco: Gonzalez, Townsend and Foster",674,Complemento: Ryan PLC,1984-08-16,F,42,001-234-280-2198x5158,Brianborough,81926023,RS,2024-04-25 15:00:47.252165
9868316308,076.316.233-76,leemary@example.net,Cody Anderson,"Endereco: Wu, Hernandez and Barajas",3967,Complemento: Dalton PLC,1960-02-26,F,42,960-325-7718x298,Williamsborough,81420583,RS,2024-04-25 15:00:47.252771
5574901819,128.751.532-00,owashington@example.net,Stephen Carter,Endereco: Thomas Ltd,4014,Complemento: Smith-Whitney,1940-08-31,F,42,497.442.1399,South Richardbury,11142623,RS,2024-04-25 15:00:47.253252
9396733886,110.175.706-04,briannamorris@example.com,Brandon Murillo,Endereco: Nguyen Group,47,Complemento: Sanders-Huber,1909-06-06,F,42,849-401-3609,North Samantha,24218870,RS,2024-04-25 15:00:47.253774
10764305849,002.525.136-81,melanie10@example.org,Gene Turner,"Endereco: Taylor, Wilson and Anderson",4960,Complemento: Walker Inc,1927-11-19,F,42,(913)473-8112,Christinetown,79773075,RS,2024-04-25 15:00:47.254294
9042302105,018.896.713-39,emilyschmidt@example.net,Dakota Harvey,Endereco: Barajas-Little,1040,Complemento: Hunter PLC,1972-04-29,F,42,+1-436-318-2244x49118,Nicholsville,23370345,RS,2024-04-25 15:00:47.254838
4693679800,767.146.972-60,debbieoconnor@example.com,Gerald Gomez,Endereco: Lewis-Nguyen,2108,"Complemento: Guzman, Payne and Diaz",1969-04-27,F,42,9069312145,West Briannabury,71548146,RS,2024-04-25 15:00:47.255497
6380243695,333.952.021-60,kelly03@example.com,Andrew Stephens,"Endereco: Chandler, Curtis and Dorsey",3299,Complemento: Rogers-Vazquez,1922-11-21,F,42,510.636.7337x22826,New Anna,97976548,RS,2024-04-25 15:00:47.256049
7616036270,695.470.725-28,watkinsmichael@example.net,Malik Price,Endereco: Davis-Williams,585,Complemento: Fischer Group,1935-10-13,F,42,376.873.8799x669,South Alexandra,96113978,RS,2024-04-25 15:00:47.256515
6463062030,357.452.135-90,xmartin@example.com,Todd Young,Endereco: Gordon-Sanchez,2384,Complemento: Lewis LLC,1944-09-03,F,42,908.640.9799x72389,Jimenezborough,43515912,RS,2024-04-25 15:00:47.256958
8262421794,361.648.184-86,lwebb@example.net,Ashlee Cisneros,Endereco: Hill-Peck,192,Complemento: Blair-Holland,1987-12-20,F,42,001-641-501-6022x49840,East Sarah,13969748,RS,2024-04-25 15:00:47.257454
2292440321,428.538.466-36,stevenanderson@example.com,Deborah Turner,Endereco: Clark-Robinson,2388,"Complemento: Bailey, Mendoza and Bridges",2024-03-14,F,42,001-409-399-8994x6079,South Donna,85965181,RS,2024-04-25 15:00:47.258035
4148404158,646.502.094-71,douglasian@example.org,Maria Harrison,Endereco: Padilla-Jones,1890,"Complemento: Martin, Olsen and Brooks",1915-10-07,F,42,792.361.6956,Karlaside,15028704,RS,2024-04-25 15:00:47.258607
7696337807,873.081.608-40,stevenberry@example.org,Katherine Howard,Endereco: Johnson-Fuentes,560,Complemento: Vang LLC,1938-09-06,F,42,379-316-5504,Townsendtown,67081314,RS,2024-04-25 15:00:47.259090
3942721975,717.678.453-16,robertharris@example.com,Sara Hill,Endereco: Richardson-Becker,3106,"Complemento: Phillips, Valenzuela and Green",1986-05-15,F,42,+1-507-986-4698x12038,North Shane,81796861,RS,2024-04-25 15:00:47.259667
1057229711,520.995.634-20,emily47@example.net,Steven Martinez,"Endereco: Osborne, Walker and Dennis",3565,"Complemento: Hart, Marshall and Sanders",1976-11-14,F,42,(742)594-1008,Spencerberg,58775624,RS,2024-04-25 15:00:47.260252
2024532049,123.285.757-22,jason15@example.net,Justin Griffin,"Endereco: Shaw, Holland and Boone",3188,Complemento: Simmons-Blankenship,2016-06-16,F,42,001-680-316-4430,Campbellshire,41335622,RS,2024-04-25 15:00:47.260784
10185411995,552.621.264-56,joshuastanley@example.net,Ashley Lewis,"Endereco: Dyer, Dixon and Ramirez",2242,Complemento: Davis Inc,1975-05-25,F,42,+1-985-343-9405,North Melanie,32208540,RS,2024-04-25 15:00:47.261298
5475564897,610.031.543-28,kgreen@example.com,Samuel Wells,Endereco: Austin-Cole,1562,"Complemento: Kirk, Warren and Carter",1923-06-05,F,42,+1-603-671-8160,East Jamesstad,62389158,RS,2024-04-25 15:00:47.261835
8326854902,434.129.023-14,twilson@example.com,Jennifer Welch,Endereco: Boyle Ltd,2238,Complemento: Arroyo and Sons,2023-03-03,F,42,(388)999-6404x4106,East Amy,90218365,RS,2024-04-25 15:00:47.262202
9829152102,377.887.456-00,austin90@example.net,Rachel Nguyen,Endereco: Brown-Mills,4560,"Complemento: Dean, Cannon and Mendez",1956-04-01,F,42,(266)248-4079x67584,South Lori,65200167,RS,2024-04-25 15:00:47.262715
693225949,009.779.199-78,chavezhelen@example.com,Ethan Mendoza,Endereco: Boyd-Mitchell,1520,Complemento: Stark-Weber,1959-02-20,F,42,001-453-254-4499x389,Ashleyfurt,77705022,RS,2024-04-25 15:00:47.263228
9910455130,537.104.823-56,foleyelizabeth@example.org,Michelle Mitchell,Endereco: Smith Inc,944,"Complemento: Murray, Lee and Richards",1932-12-11,F,42,+1-463-983-7687x880,Sharonton,90706535,RS,2024-04-25 15:00:47.263869
1688392269,749.715.153-30,martincorey@example.com,Amy Stephenson,Endereco: Barr-Jordan,2177,Complemento: Diaz-Wall,2009-09-25,F,42,+1-331-695-5480x1797,New Nicole,29284815,RS,2024-04-25 15:00:47.264767
4163298387,937.586.588-61,ryanmcfarland@example.org,James Ramos,"Endereco: Neal, Wood and Lane",2773,"Complemento: Thomas, Figueroa and Carr",2014-11-19,F,42,344.975.7906x85597,New Nathan,54652499,RS,2024-04-25 15:00:47.265880
7988068234,827.973.846-01,gina65@example.net,Paul Morris,Endereco: King-Harrison,3385,"Complemento: Vasquez, Campos and Bennett",1999-02-23,F,42,679-483-3135,Annbury,44334679,RS,2024-04-25 15:00:47.266786
5515270366,492.123.011-00,sflores@example.org,Christian Brown,Endereco: West-Phillips,1913,Complemento: Young PLC,2000-09-13,F,42,+1-570-277-9235,East Davidchester,17236275,RS,2024-04-25 15:00:47.267508
7090558723,152.049.579-01,gregoryhouse@example.org,Shawna Williams,Endereco: Shannon LLC,3743,Complemento: Adams PLC,1919-08-19,F,42,+1-585-907-3036x17956,Lake Reginabury,96503591,RS,2024-04-25 15:00:47.268116
8744822134,596.120.655-60,xdunn@example.com,Kathleen Johnston,Endereco: Salazar-Cruz,815,"Complemento: Davis, Fisher and Davis",1909-09-28,F,42,001-225-342-8812x3096,Hickstown,38520180,RS,2024-04-25 15:00:47.268915
7962038997,333.592.186-04,edwardduran@example.net,Donna Sparks,"Endereco: Clark, Hunt and Pacheco",597,Complemento: Pearson-Dalton,1940-12-19,F,42,983.976.3170x67198,Andersonmouth,46253365,RS,2024-04-25 15:00:47.269805
1575317563,004.261.456-23,vgaines@example.com,Betty Gonzalez,"Endereco: Garcia, Francis and Lowe",269,Complemento: Smith-Glover,1989-01-29,F,42,4849813504,New Brookeborough,49228117,RS,2024-04-25 15:00:47.270584
2364242964,450.833.166-17,arussell@example.com,Michael Gibson,Endereco: Heath Inc,3746,Complemento: Hill PLC,1976-07-25,F,42,+1-724-950-9390x810,Beckhaven,65962697,RS,2024-04-25 15:00:47.271144
7686590260,864.062.499-25,snyderjennifer@example.com,Audrey Winters,Endereco: Stewart-Acosta,4285,Complemento: Smith-Perez,1985-05-14,F,42,430.647.2565,Kaylaside,46387648,RS,2024-04-25 15:00:47.271902
1918032814,823.787.929-56,thomasfloyd@example.org,John Kim,"Endereco: Garcia, Cobb and Wade",3306,Complemento: Joseph-Salas,2022-04-14,F,42,+1-762-989-8307x48260,North Elizabethmouth,53745210,RS,2024-04-25 15:00:47.272827
4591139304,765.127.580-21,powellstephen@example.com,Jessica Clark,Endereco: Clark LLC,1950,Complemento: Lopez Group,2010-11-20,F,42,411.648.7554,East Angelahaven,47609389,RS,2024-04-25 15:00:47.273469
4244692369,249.409.560-32,woodsjessica@example.net,Colleen Johnson,"Endereco: Tate, Brewer and Skinner",1495,Complemento: Ford PLC,1946-10-31,F,42,428-982-0645,Danielshire,47704978,RS,2024-04-25 15:00:47.274287
9175302807,622.838.926-27,uthompson@example.com,Matthew Rangel,"Endereco: Alexander, Mayo and Green",1158,Complemento: Arnold PLC,1966-05-30,F,42,(356)471-7607,Grantview,44035340,RS,2024-04-25 15:00:47.274999
7598872730,066.751.452-07,tina08@example.com,Julie Johnson,"Endereco: Bryant, Garcia and Flynn",771,"Complemento: Todd, Hill and Taylor",1911-06-05,F,42,5798797172,Kerrland,72590364,RS,2024-04-25 15:00:47.275906
3234688648,473.663.668-89,jdavis@example.com,Linda Howard,Endereco: Smith-Brown,2385,"Complemento: Reese, Hernandez and Young",1910-10-07,F,42,849.620.2574,North Brittanyborough,71208506,RS,2024-04-25 15:00:47.276783
5628893010,006.490.982-42,hebertjessica@example.net,Billy Morales,Endereco: Wilson-Johnson,1068,"Complemento: Smith, Flores and Haynes",2013-07-18,F,42,+1-243-741-2675x4342,Brandyfort,25847792,RS,2024-04-25 15:00:47.277608
