clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
4199930502,508.507.472-60,williamsderek@example.org,Cole Small,Endereco: Waters-Simmons,2333,Complemento: Wood-Edwards,1993-03-11,F,42,997.587.6646x4891,North Philipburgh,51841240,RS,2024-04-25 15:00:38.980074
4059223280,851.690.197-18,gdominguez@example.com,Dylan Brown,"Endereco: Fernandez, Gonzalez and Kelly",3503,Complemento: Herrera Group,1999-09-29,F,42,001-582-768-4210x6792,Thorntonside,12307015,RS,2024-04-25 15:00:38.980931
2212644396,236.980.334-70,brownandrea@example.org,Curtis Carroll,"Endereco: Bell, Rose and Johnson",2878,Complemento: Lam-Cook,1954-01-28,F,42,856-876-4858x765,North David,33433182,RS,2024-04-25 15:00:38.981840
2156615283,334.065.680-09,sbrown@example.com,Timothy Ingram,Endereco: Patel-Walker,2470,"Complemento: Bolton, Beard and Craig",2008-05-30,F,42,976-665-4243,New Wanda,55900504,RS,2024-04-25 15:00:38.982632
3661105496,053.274.633-38,ulane@example.net,Jonathan Frank,Endereco: Mcdowell-Thompson,579,Complemento: Martinez LLC,1938-06-27,F,42,001-406-413-1595,Gregoryfurt,42897228,RS,2024-04-25 15:00:38.983264
6800654026,051.621.227-34,pamela30@example.com,Alexandra Hill,"Endereco: Cox, Ramsey and Davis",1870,Complemento: Chavez-Mills,2007-03-05,F,42,(921)677-1228,New Thomas,29891457,RS,2024-04-25 15:00:38.984057
8329972286,565.090.437-50,jacobshelton@example.org,Shelia Becker,"Endereco: Perkins, Hernandez and Smith",1692,Complemento: Holloway-Jackson,1918-03-21,F,42,934-974-1698x99690,Lake Tylerfurt,15128781,RS,2024-04-25 15:00:38.984888
3111266964,660.676.068-28,gwong@example.net,Laurie Calderon,"Endereco: Bond, Gray and Smith",767,Complemento: Parker-Smith,1984-07-09,F,42,+1-440-379-3277,Lake Mollymouth,90520377,RS,2024-04-25 15:00:38.985666
5374294726,819.812.367-91,heather82@example.org,Dan Johnson,"Endereco: Fletcher, Hill and Blake",4985,Complemento: Morgan LLC,1950-07-19,F,42,691-583-1006x0906,Port Alexandria,16428870,RS,2024-04-25 15:00:38.986354
5098249798,563.425.269-58,gomezdanielle@example.net,Mariah Fields,Endereco: Gonzalez LLC,3724,Complemento: Garza-Ortiz,1952-09-29,F,42,001-612-430-0390x24564,Amytown,70143810,RS,2024-04-25 15:00:38.987022
2039215749,606.343.800-95,jennifertaylor@example.net,Alexandra Foster,Endereco: Burns-Stewart,432,Complemento: Phillips PLC,1934-01-30,F,42,+1-420-608-6251x848,Annastad,18640568,RS,2024-04-25 15:00:38.987746
10777246754,513.300.503-20,wongjason@example.com,Desiree Keller,"Endereco: Peterson, Fowler and Jensen",428,Complemento: Moore-Robinson,1909-09-06,F,42,001-965-813-5916x42298,North Christine,62097565,RS,2024-04-25 15:00:38.988591
