clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
4441344560,987.848.395-97,tunderwood@example.org,Margaret Petersen,Endereco: Bryan-Frank,2806,Complemento: Campbell-Shannon,1958-11-03,F,42,8985874797,Harveymouth,93275486,RS,2024-04-25 15:00:26.601493
10280909684,849.846.654-75,irivera@example.org,Jennifer Hess,Endereco: Solomon LLC,4651,Complemento: Ellis-Mitchell,1913-11-29,F,42,(306)225-2856x119,North William,56621580,RS,2024-04-25 15:00:26.602122
657644356,235.814.164-09,thompsonangel@example.net,Roberto Fields,"Endereco: Bradley, Willis and Castro",4798,Complemento: Alvarado-Williams,1952-03-01,F,42,(205)718-6870x66724,Katherineshire,46093346,RS,2024-04-25 15:00:26.602941
905531475,026.540.357-00,juliebrown@example.net,John Sims,Endereco: Thomas-Pitts,1851,Complemento: Castaneda-Parker,1924-07-18,F,42,(850)205-9180,Marcusstad,31243699,RS,2024-04-25 15:00:26.603855
7848459877,858.619.287-20,ashleytaylor@example.org,Teresa Richardson,Endereco: Myers Inc,365,Complemento: Richard Ltd,1960-08-20,F,42,+1-924-990-8394x1932,Lake Steven,56588781,RS,2024-04-25 15:00:26.604390
3968807819,749.695.225-70,amberrogers@example.org,Laurie Jones,Endereco: Wilcox-Crawford,945,"Complemento: Carter, Elliott and Wagner",1919-12-20,F,42,(604)675-8481x435,Huanghaven,12047610,RS,2024-04-25 15:00:26.605152
6685990944,534.896.299-65,sonyaking@example.org,Charles Small,"Endereco: Chen, Brady and Black",1208,Complemento: Curtis Ltd,2020-05-15,F,42,943.247.8208x681,Jasminstad,10095941,RS,2024-04-25 15:00:26.605815
9808764948,309.021.612-45,sheryl64@example.net,Aaron Jackson,"Endereco: Dominguez, Jackson and Blevins",4597,Complemento: Cook and Sons,1976-10-29,F,42,4484514290,Haydenberg,19482886,RS,2024-04-25 15:00:26.606427
761315843,768.016.637-47,paulcarter@example.com,Ian Graham,Endereco: Wall and Sons,4043,"Complemento: Wise, Martin and Thomas",1974-08-17,F,42,(940)579-5090x9940,Stonechester,73923202,RS,2024-04-25 15:00:26.607116
5863495313,391.629.095-92,ajones@example.com,Tonya Pineda,"Endereco: Hubbard, Harris and Stein",1830,Complemento: Bush Inc,1964-05-07,F,42,001-340-631-5189x1897,Scottbury,17658728,RS,2024-04-25 15:00:26.607744
1029102481,583.927.483-60,houstongene@example.org,Dana Nunez,"Endereco: Lee, Garrett and West",484,Complemento: Guerra-Richardson,1932-07-05,F,42,+1-397-309-2548x510,Kyleshire,63155570,RS,2024-04-25 15:00:26.608470
1939117736,883.838.335-98,martinezjennifer@example.org,Leah Frank,Endereco: Webster-Harris,4308,Complemento: Brown and Sons,1992-01-21,F,42,001-301-682-4587x8787,Lake Johnnyhaven,49071192,RS,2024-04-25 15:00:26.609060
10199330773,583.248.168-28,donald92@example.org,Angelica Grimes,Endereco: Brown-Lloyd,1353,Complemento: Campbell-Calderon,1977-05-10,F,42,(778)576-0058x18795,West Donald,43016125,RS,2024-04-25 15:00:26.609650
8913631114,441.470.047-76,james13@example.com,Ricky Rose,Endereco: Graham and Sons,3471,Complemento: Kemp Inc,1954-11-07,F,42,+1-696-944-4516x31591,Ricemouth,57738149,RS,2024-04-25 15:00:26.610184
5627198605,215.696.227-87,tiffany15@example.net,Christopher Delacruz,"Endereco: Holland, Gutierrez and White",512,"Complemento: Smith, Jenkins and Thompson",2020-01-19,F,42,650-512-9370x65361,West Antonio,44352988,RS,2024-04-25 15:00:26.610926
9833476196,758.940.703-84,cory26@example.net,Chase Murphy,Endereco: Garcia-Levine,3651,"Complemento: Ball, Chapman and Rubio",1949-04-23,F,42,001-526-960-0573,Mariatown,56210851,RS,2024-04-25 15:00:26.611607
104838251,263.119.804-28,moodyvincent@example.org,Rebecca Moore,"Endereco: Wilson, Chambers and Jensen",3606,"Complemento: Arroyo, Rogers and Lee",1961-08-07,F,42,890.962.9439,New Michaelborough,83172491,RS,2024-04-25 15:00:26.612426
3125271213,720.338.865-49,meghanhodges@example.net,Frank Jones,Endereco: Ryan Inc,2313,Complemento: Joseph Inc,1934-11-22,F,42,661.837.1965x01893,North Alison,81745144,RS,2024-04-25 15:00:26.612953
6453760886,606.822.944-03,michael82@example.org,Melvin Gregory,Endereco: Murray-Daniels,9,Complemento: Cardenas LLC,1924-08-10,F,42,739-899-0443x540,Burchside,95806307,RS,2024-04-25 15:00:26.613530
2688060849,967.828.165-12,yowens@example.org,Richard Galvan,Endereco: Fleming-Abbott,1796,Complemento: Brewer Ltd,1929-06-14,F,42,(354)968-7401x903,North Cherylton,17132941,RS,2024-04-25 15:00:26.614154
4974018981,606.992.104-61,sullivankristina@example.com,Michelle Smith,Endereco: Cain Inc,126,Complemento: French and Sons,1969-06-01,F,42,830.597.1986x673,Williammouth,86032324,RS,2024-04-25 15:00:26.614704
1005406154,554.827.065-67,tbenton@example.org,Alexander Lowe,"Endereco: Garcia, Kelly and Phillips",1699,Complemento: Lambert Group,2001-06-21,F,42,(731)883-1767,Chanshire,75723424,RS,2024-04-25 15:00:26.615436
8533920777,982.766.537-58,leslie82@example.net,Heather Smith,Endereco: Jones-Price,2652,"Complemento: Myers, Ferrell and Green",1925-10-16,F,42,642-833-2341x62168,West Brendamouth,67471034,RS,2024-04-25 15:00:26.616229
932730253,906.212.391-00,maxwellortiz@example.org,Ana Collins,"Endereco: Young, Williams and Richardson",4468,"Complemento: Gregory, Benitez and Morales",1964-11-03,F,42,817-542-8531x5204,Glassfurt,92136812,RS,2024-04-25 15:00:26.617207
8065220566,169.658.017-00,millercraig@example.net,Joseph Silva,"Endereco: Nicholson, Garner and Wilkerson",933,Complemento: Flores and Sons,1959-01-24,F,42,285-224-9689,Lake Christianshire,73048699,RS,2024-04-25 15:00:26.618002
5329302843,346.765.570-00,xholmes@example.com,James Francis,Endereco: Jackson-Reyes,4587,Complemento: Schmidt Inc,1926-09-02,F,42,001-931-530-6687x26843,Nicholasstad,34165627,RS,2024-04-25 15:00:26.618619
9858861574,856.424.716-00,mcdonaldsarah@example.org,Allison Campbell,Endereco: Taylor-Glass,4116,Complemento: Townsend Inc,1956-11-14,F,42,2308695347,Robinsonhaven,13885258,RS,2024-04-25 15:00:26.619326
1040766163,283.931.900-45,justinramos@example.net,Andrew Hampton,Endereco: Mitchell-Stewart,3995,Complemento: Potter LLC,1969-06-03,F,42,415.353.8985x18603,North Josephtown,70903094,RS,2024-04-25 15:00:26.620037
10181571344,671.745.009-60,heather80@example.net,Bryan Roberts,Endereco: Mcintosh-Weber,843,Complemento: Cunningham-Caldwell,1939-03-31,F,42,465.252.0892x7788,West Valerieshire,88156537,RS,2024-04-25 15:00:26.620709
6648561332,601.205.399-18,curtis96@example.net,Kathleen Pham,Endereco: Dillon-Cole,3012,"Complemento: Jackson, Byrd and Stokes",1981-06-23,F,42,924.510.2103x7768,Jeremiahhaven,22684507,RS,2024-04-25 15:00:26.621484
3427165640,198.315.290-06,kelly11@example.com,Ryan Cooper,"Endereco: Munoz, Hubbard and Williams",704,Complemento: Cruz-Shaw,1919-11-21,F,42,(252)208-9856x71826,Lake Stephanieland,95492164,RS,2024-04-25 15:00:26.622264
7967443670,492.033.554-72,charles32@example.com,Timothy Norris,Endereco: Mueller Ltd,4101,Complemento: Dunlap-Green,2007-04-24,F,42,+1-513-695-2523x539,South Michaeltown,67966067,RS,2024-04-25 15:00:26.622857
2110409974,948.147.226-48,edillon@example.com,Melissa Smith,Endereco: Rice Inc,4173,Complemento: Bridges-Thomas,2003-11-23,F,42,601.517.2971,Brianborough,10146741,RS,2024-04-25 15:00:26.623478
1376355109,295.591.332-41,jenniferquinn@example.org,Kenneth Stone,Endereco: Sims and Sons,1855,Complemento: Smith-Carlson,1913-03-01,F,42,879-908-6568,Sheahaven,25425777,RS,2024-04-25 15:00:26.624182
5718017070,205.410.442-65,hollymason@example.org,Tyler Martinez,"Endereco: Norris, Campbell and Holder",4774,Complemento: Baldwin-Johnston,1987-07-06,F,42,(435)285-8243x57368,Cunninghamfurt,13763579,RS,2024-04-25 15:00:26.624992
2094294251,372.821.825-15,hharris@example.org,Barry Meyer,"Endereco: Anderson, Donovan and Pena",3030,"Complemento: Riley, Johnson and Wright",1981-01-25,F,42,991-667-2418,Thompsonstad,78075379,RS,2024-04-25 15:00:26.625750
1426274537,142.962.591-05,jeffmcguire@example.net,Tracey Pineda,Endereco: Davis-Henderson,1152,"Complemento: Landry, Price and Trujillo",1929-02-28,F,42,251.783.7148x90346,Port Rodney,87499436,RS,2024-04-25 15:00:26.626483
738430012,641.815.308-17,suzannejennings@example.net,Evan Thomas,Endereco: Harrison Group,4460,Complemento: Mitchell-Fleming,2022-01-15,F,42,270-377-8848x6906,Annashire,22226710,RS,2024-04-25 15:00:26.627068
4284233236,155.327.243-93,blacksamantha@example.com,Erin Sanders,Endereco: James PLC,2256,Complemento: Brock PLC,1915-11-11,F,42,311-523-3085,Charleshaven,24268301,RS,2024-04-25 15:00:26.627605
9305771088,876.684.759-15,jonessarah@example.com,Jennifer Martin,"Endereco: Brown, Scott and Mills",1895,Complemento: Johnson PLC,1991-01-06,F,42,504.908.7042x327,Port Brianton,99035845,RS,2024-04-25 15:00:26.628263
1957764253,894.970.643-14,michaelgarcia@example.com,Spencer Whitaker,"Endereco: Ramos, Dudley and Armstrong",4223,Complemento: Craig Inc,1969-06-05,F,42,001-572-239-3196,Port Josephland,49421709,RS,2024-04-25 15:00:26.628918
726171358,324.560.578-13,rebecca32@example.net,Jesse Lewis,"Endereco: Daniels, Taylor and Ross",801,"Complemento: Owen, Rojas and Houston",1920-10-16,F,42,454-513-8547x12934,New Darylview,99065671,RS,2024-04-25 15:00:26.629650
9704133607,140.603.503-38,michael29@example.com,Andrew Taylor,Endereco: Nichols PLC,3585,"Complemento: Bailey, Spencer and Ponce",2006-09-19,F,42,001-731-379-8959x54612,North Juliefort,23032760,RS,2024-04-25 15:00:26.630253
2119304101,495.630.970-84,ugray@example.com,Melissa Lowery,Endereco: Stein Ltd,2448,"Complemento: Phillips, Walters and Williams",1993-01-16,F,42,+1-866-518-8085,North Deanna,25836612,RS,2024-04-25 15:00:26.630866
9314472640,842.434.752-88,allison91@example.net,Rose Lewis,Endereco: Cox Group,142,Complemento: Murphy LLC,1945-03-30,F,42,+1-274-434-0506x95874,Lake Cameron,19908338,RS,2024-04-25 15:00:26.631343
2044960280,621.083.140-08,gturner@example.net,Jeffery Cooper,"Endereco: Huerta, Avila and Flores",4761,"Complemento: Kidd, Dodson and Weaver",1913-08-30,F,42,+1-473-439-5235,East Kristina,13324405,RS,2024-04-25 15:00:26.632098
