customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
7208502664,004.747.430-04,Charles,Coleman,2013-09-07,10,42,lchen@example.com,6682530954,Address: Leonard,61568,Complemento: Rivera Inc,Kevinborough,RS,90015386,Brasil,2024-04-25 15:00:43.111600
9239846916,509.412.520-60,Amy,Daugherty,1970-04-17,54,42,uzimmerman@example.com,+1-290-377-1943x016,Address: Howard,90178,Complemento: Kim-Brown,South Lisa,RS,86360427,Brasil,2024-04-25 15:00:43.112073
7972378434,815.398.041-60,Brent,Fernandez,1988-08-14,35,42,craig48@example.com,660-361-4294x1138,Address: Herrera,35608,"Complemento: Lopez, Nichols and Mathews",Vincenttown,RS,74826310,Brasil,2024-04-25 15:00:43.112594
5346674059,589.613.203-43,Anna,Keller,1966-07-27,57,42,stevenwilson@example.com,396-268-4874x161,Address: Smith,6562,"Complemento: Richardson, Larsen and Reed",New Sandra,RS,82488341,Brasil,2024-04-25 15:00:43.113191
2241326859,993.619.522-18,Anthony,Roberts,2022-06-08,1,42,annalynn@example.org,5953080852,Address: Rogers,91053,"Complemento: Brown, Collins and Richardson",Robertshire,RS,33056595,Brasil,2024-04-25 15:00:43.113782
6388932401,821.973.080-33,Rebecca,Jackson,1966-08-15,57,42,ogonzales@example.org,+1-581-434-2972,Address: Morrow,75509,Complemento: Bowen LLC,Port Erica,RS,99800502,Brasil,2024-04-25 15:00:43.114188
5463117375,235.089.794-07,Stephen,Parker,1982-07-11,41,42,nthompson@example.com,720-285-2360x63929,Address: Montgomery,21541,"Complemento: Green, Morales and Nguyen",Masseyton,RS,66539371,Brasil,2024-04-25 15:00:43.114756
7611013945,676.792.924-77,Robert,Reid,1950-07-09,73,42,kelly23@example.org,+1-899-310-8318x6484,Address: Berry,27115,"Complemento: Wood, Bryan and Nichols",Wyattland,RS,50847410,Brasil,2024-04-25 15:00:43.115300
1100737799,268.571.912-12,Douglas,Smith,1925-11-27,98,42,robinsonalexander@example.net,+1-612-576-6875x9932,Address: Mejia,73323,Complemento: Jones-Elliott,New Kelseybury,RS,61111858,Brasil,2024-04-25 15:00:43.115824
3254848574,561.542.417-63,Andrew,Michael,1940-07-02,83,42,greenkimberly@example.org,284.760.1890,Address: Bell,67007,Complemento: Dean Inc,East Markport,RS,48118482,Brasil,2024-04-25 15:00:43.116276
7190751628,275.395.213-25,John,Rodriguez,1944-12-01,79,42,steve13@example.org,+1-459-881-0520x73613,Address: Gray,60344,Complemento: Harper and Sons,Popefurt,RS,98511698,Brasil,2024-04-25 15:00:43.116689
8228266367,437.948.252-92,Kyle,Thomas,1924-03-24,100,42,gerald30@example.net,978.289.7589,Address: Kim,43717,Complemento: Mayer PLC,East Jennymouth,RS,86963463,Brasil,2024-04-25 15:00:43.117079
9618451039,215.283.434-84,Vernon,Santiago,2012-09-12,11,42,ncobb@example.net,(820)684-7577,Address: Hill,27665,Complemento: Norris Inc,Berrymouth,RS,34584581,Brasil,2024-04-25 15:00:43.117509
2448955026,715.826.658-34,Billy,Elliott,2003-06-09,20,42,sara47@example.com,953-483-9700,Address: Sutton,39383,Complemento: Benjamin-Salazar,Jeffreybury,RS,30364859,Brasil,2024-04-25 15:00:43.117965
858325810,318.971.287-54,Veronica,Singh,1941-03-31,83,42,spencershawn@example.org,404-603-0422,Address: Moore,52336,Complemento: Hood-Mckinney,Smithtown,RS,75878577,Brasil,2024-04-25 15:00:43.118502
9312617138,483.301.916-72,Jennifer,Barber,1963-12-12,60,42,kelly56@example.org,9107036591,Address: Hughes,2586,Complemento: Miller-Martin,Port Gabrielport,RS,16260230,Brasil,2024-04-25 15:00:43.118951
6431925230,506.533.064-66,Daniel,Delgado,1968-01-12,56,42,lisasmith@example.net,976.731.4111,Address: Peterson,59791,"Complemento: Trujillo, Mccarthy and Lee",West Elizabethchester,RS,69378470,Brasil,2024-04-25 15:00:43.119528
4386416998,528.412.696-39,William,Johnson,1908-05-25,115,42,whiteshawn@example.com,478-358-4251,Address: Brown,44565,Complemento: Sanchez LLC,New Pamelamouth,RS,47201430,Brasil,2024-04-25 15:00:43.119984
1445720966,280.281.642-00,Chris,Pearson,1932-08-19,91,42,descobar@example.org,977-891-7031x940,Address: Higgins,22848,Complemento: Parker and Sons,West Stephen,RS,25936690,Brasil,2024-04-25 15:00:43.120363
6926379960,224.093.942-72,Barbara,Tanner,1953-10-10,70,42,andrew72@example.org,867-850-3324x1911,Address: Cox,41324,Complemento: Woods and Sons,Port Marcusborough,RS,80279849,Brasil,2024-04-25 15:00:43.120710
8053610068,550.552.154-10,Stephanie,Lang,1975-04-19,49,42,aaronpatel@example.org,244.639.2067x724,Address: Simmons,23373,Complemento: Allen-King,Sarahland,RS,58341956,Brasil,2024-04-25 15:00:43.121167
1676901902,370.680.011-06,Chase,Miller,1962-01-15,62,42,djefferson@example.net,(803)283-8224,Address: White,35500,Complemento: Ross-Jenkins,Port Bryan,RS,96151387,Brasil,2024-04-25 15:00:43.121587
8407043788,626.496.633-91,Julie,Jones,1911-08-06,112,42,richardkhan@example.com,882.737.2202x20408,Address: Mitchell,8459,Complemento: Arias-Stevens,Edwardberg,RS,68899995,Brasil,2024-04-25 15:00:43.122043
2257484109,507.131.721-42,Travis,Nicholson,1939-11-03,84,42,jgentry@example.com,001-803-433-3683x1369,Address: Johnson,91760,Complemento: Stewart-Clark,Sarahtown,RS,91193597,Brasil,2024-04-25 15:00:43.122461
7947936849,982.012.915-06,Collin,Watson,2010-06-05,13,42,monica93@example.net,445-510-9294x16255,Address: Bennett,71128,Complemento: Oconnor Group,North Zacharyside,RS,84108814,Brasil,2024-04-25 15:00:43.122809
7121293563,742.523.619-23,Kayla,Miller,1931-06-15,92,42,adam31@example.com,(631)301-5729,Address: Molina,75291,Complemento: Sloan-Jackson,New Isaiahfurt,RS,16816293,Brasil,2024-04-25 15:00:43.123208
1851211436,909.801.643-03,Robert,Collier,1959-03-19,65,42,sean82@example.com,990.650.0804x7638,Address: Hernandez,95841,Complemento: Arroyo-Price,West Jasonport,RS,29939337,Brasil,2024-04-25 15:00:43.123609
9397927719,172.228.758-67,Melissa,Sanders,1913-12-07,110,42,qponce@example.net,+1-479-481-7669x368,Address: Farmer,94180,Complemento: Foley-Dickson,Aguirremouth,RS,24300392,Brasil,2024-04-25 15:00:43.124042
6963239255,042.674.790-97,Michael,Taylor,1985-12-17,38,42,morganchris@example.org,(306)220-5528,Address: Medina,74775,Complemento: Fischer-Harper,Mcdowellmouth,RS,22729555,Brasil,2024-04-25 15:00:43.124517
6658417717,607.928.650-57,Christian,Wells,1948-05-15,75,42,corey10@example.net,419.862.8835x18937,Address: Horn,32160,Complemento: Bradley PLC,Nelsonside,RS,12324718,Brasil,2024-04-25 15:00:43.124877
5924526586,205.120.064-58,Michael,Acosta,1980-04-18,44,42,hpowell@example.org,985.570.3479,Address: Williams,41151,"Complemento: Harper, Adkins and Cochran",Christianburgh,RS,31254720,Brasil,2024-04-25 15:00:43.125348
2085263463,456.355.792-72,Stacey,Sanchez,1962-11-14,61,42,cindy75@example.org,837-493-4744,Address: Acosta,95391,Complemento: Jones-Pham,West Troyborough,RS,34051570,Brasil,2024-04-25 15:00:43.125746
5906838182,897.108.683-14,Joseph,Reyes,1992-01-06,32,42,bhart@example.com,826-376-3323,Address: Brooks,45624,Complemento: Walters PLC,West Nicolemouth,RS,18440470,Brasil,2024-04-25 15:00:43.126115
