crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
8690150531,434.271.543-00,6596bcfd-58a9-4eba-a64a-87090070c74c,Courtney Flores,2017-03-27,44,M,alvaradosarah@example.com,51,(700)926-4136,51,9034110473,"Logradouro:Warner, Randall and Roach",2498,Complemento: Taylor-Houston,Normaland,92878422,2024-04-25 15:00:43.139633
9164774819,820.601.738-09,1c0ab131-04ed-454c-8b70-e1fd843d6d1a,Ashlee Davis,1946-01-31,44,M,jacksonkaylee@example.org,51,875-499-3456x2350,51,001-235-802-6229x84905,Logradouro:Barnett-Boone,4059,Complemento: Mckay-Dorsey,New Janechester,84163867,2024-04-25 15:00:43.140083
7234472883,016.895.460-50,4f5e6e67-f49b-4078-a0f3-59da1bcdd388,Alexandria Simon,2022-04-03,44,M,tbeck@example.com,51,(571)538-6963,51,608-860-1520x68664,Logradouro:Lopez Ltd,378,"Complemento: Hudson, Gardner and Jones",North Garyside,83606532,2024-04-25 15:00:43.140503
9144622619,953.252.808-30,96cf0d3d-d570-4f96-b089-957618eae4b7,Tiffany Mcmahon,1943-07-14,44,M,bwatkins@example.com,51,(979)656-1237,51,001-681-617-6654x1161,"Logradouro:Diaz, Williamson and Lyons",831,Complemento: Ayala Ltd,South Bethanyview,15585270,2024-04-25 15:00:43.140920
4263990273,959.451.805-72,37b4681e-e1cd-4db0-b4b3-3fb48f3cc8eb,Katie Smith,1954-11-04,44,M,lisa77@example.org,51,657.534.3105x272,51,(463)691-3921,"Logradouro:Alvarez, Love and Martinez",4433,Complemento: Bennett-Woodard,Port John,20843793,2024-04-25 15:00:43.141364
9670241423,946.855.249-77,4b67509c-8cf4-4de3-b133-87394ee5e7dc,Connor Shaffer,1955-05-08,44,M,dakotadavis@example.org,51,246-661-9835x250,51,469.628.2485,Logradouro:Shepherd-White,836,Complemento: Lester Ltd,Cooperfurt,71767027,2024-04-25 15:00:43.141778
10858356815,741.613.380-74,6c3a9808-8712-4239-99fc-52251c96e8af,Theresa Jones,2014-09-30,44,M,nicholas96@example.net,51,720.505.8811,51,+1-960-768-0622x562,"Logradouro:Thornton, Nielsen and Jones",1013,"Complemento: Porter, Sanchez and Melton",Brianhaven,16424419,2024-04-25 15:00:43.142271
119666331,336.297.142-34,c976025b-5a1a-4396-a4e2-450d3316e356,Eric Martin,1991-02-02,44,M,gallegosdaniel@example.org,51,(883)409-6102,51,(725)586-7555x5998,Logradouro:Cardenas-Ayers,30,"Complemento: Turner, Brewer and Hernandez",West Peter,23224337,2024-04-25 15:00:43.142767
4998114887,500.024.340-40,edf7a381-1a92-4c99-b2ec-bfea52d40da8,Jennifer Wheeler,1941-10-25,44,M,patrick17@example.net,51,321.974.7326,51,+1-413-759-4331,Logradouro:Reyes-Cook,2939,Complemento: Aguilar-Hughes,Lake Dianashire,10312023,2024-04-25 15:00:43.143166
2202654692,755.511.592-13,13b4f2ad-418a-4d47-ac1d-39c8f6c37cc2,Melissa Garcia,1915-10-05,44,M,taylorlinda@example.com,51,+1-576-695-7709x77926,51,4146662720,"Logradouro:Flowers, Wilson and Sanders",4346,Complemento: Gutierrez-Levine,Dianeport,31753046,2024-04-25 15:00:43.143661
7656932158,018.954.418-03,301920ba-8e7c-4119-a310-aca34fd97a4f,John Dunn,2009-01-19,44,M,michael45@example.net,51,640.611.0183x081,51,971.438.7856x802,Logradouro:Spencer-Allen,4732,Complemento: Hancock-Anderson,West Shannonburgh,40149838,2024-04-25 15:00:43.144050
3221026895,946.405.308-97,30a62d13-5d78-4eff-a8da-a85fa55bfda6,Austin Fleming,1924-01-09,44,M,brandtalexander@example.net,51,555.914.2936x75733,51,6629611942,Logradouro:Holmes and Sons,1552,Complemento: Manning PLC,West Dorothyville,24670551,2024-04-25 15:00:43.144384
1556460223,676.225.235-42,fd059cbc-c3fd-4a6b-850f-6a44cd77b8d6,Frank Smith,1994-06-15,44,M,ronald33@example.net,51,824.895.6978x379,51,(655)956-9310,Logradouro:Hoffman-Figueroa,511,"Complemento: Davis, Davis and Evans",Josephfort,14108607,2024-04-25 15:00:43.144801
25355625,264.295.704-79,3329ff71-b02c-40a3-9029-c430a0b26c8c,Cynthia Mcmahon,1946-06-29,44,M,sarahrussell@example.net,51,+1-949-730-4854,51,(753)309-1045x386,Logradouro:Daugherty-Smith,2106,Complemento: Stevenson Group,East Lorraine,16864062,2024-04-25 15:00:43.145173
8607946302,543.817.717-10,722b3549-b540-42e9-a553-c096be5aeecc,Sara Anderson,1915-05-18,44,M,patrick30@example.com,51,898-324-6566,51,456.274.1184x2127,Logradouro:Wallace Group,634,Complemento: Pineda-Carpenter,South Sonya,43084261,2024-04-25 15:00:43.145502
5445563918,971.049.434-12,e6f73e2c-e166-43bc-b984-a26b77a3bee9,Cheryl Gomez,1952-12-12,44,M,uanderson@example.net,51,(908)545-6483x3606,51,987.308.7166,"Logradouro:Abbott, Medina and Watson",223,Complemento: Anderson-Green,Lake Kylemouth,82967209,2024-04-25 15:00:43.145937
7933424506,275.974.811-10,e512e1c5-58ff-41b1-b881-4e1c8c2039ef,Roy Perez,1964-05-31,44,M,bcrawford@example.net,51,(667)724-4369,51,001-896-807-9494x63584,Logradouro:Sanchez PLC,3489,"Complemento: Green, Harrison and Hernandez",Port Tammyville,68298646,2024-04-25 15:00:43.146330
10087472630,985.512.117-14,87bfb83a-0bcf-4a17-874b-95bcfd3794e2,Kevin Wilson,1954-10-09,44,M,mathewwalker@example.net,51,697-541-7754,51,(798)698-4718,Logradouro:Ryan Ltd,3078,Complemento: Fisher LLC,Glennbury,35193360,2024-04-25 15:00:43.146670
4621927349,848.330.611-55,f298f435-8f9f-42e2-a644-832bcaf4291a,Tristan Lopez,1988-11-13,44,M,sandra45@example.org,51,786.378.8286x6478,51,001-329-671-9324x71952,"Logradouro:Campbell, Allen and Carter",828,Complemento: Garcia Inc,Malloryfort,72357508,2024-04-25 15:00:43.147046
5837681816,930.738.673-09,dc108b95-8db7-4cc1-8ac0-30b13d67fd38,Sean Perry,2005-05-22,44,M,lewisstacey@example.net,51,+1-867-534-8518x8307,51,+1-706-899-4778,"Logradouro:Carr, Pena and Young",3732,Complemento: Romero and Sons,North Juan,79268406,2024-04-25 15:00:43.147466
9635560166,805.431.203-25,1c82332e-7c5c-40fa-bcc5-dceaa8d993e7,Raymond Collins,1983-07-08,44,M,ryan04@example.com,51,(777)479-3901,51,994-632-3155x892,"Logradouro:Hart, Green and Mason",713,"Complemento: Reeves, Ortega and Stewart",Whitetown,96820424,2024-04-25 15:00:43.147945
8728121863,875.568.822-50,1a83a6a0-99e3-41f9-a71f-8874c326108e,Randy Vazquez,1998-05-28,44,M,samanthagilbert@example.net,51,(581)737-5130x55551,51,220-975-8888x2123,"Logradouro:White, Miller and Simpson",4455,Complemento: Wood-Williams,Bennettberg,91629439,2024-04-25 15:00:43.148425
2183524016,671.580.294-76,a9e50d19-1f7c-4072-b3f6-3f6ca5760215,Shirley Ramirez,1932-10-31,44,M,johnsontimothy@example.net,51,(591)439-8844,51,001-994-540-0697x269,"Logradouro:Sanders, Luna and Nguyen",2370,Complemento: Moon-Acevedo,Rachelland,62774346,2024-04-25 15:00:43.148886
8966864146,793.561.247-10,04e9e176-e877-479d-a5ce-b0cf40bca715,Brian Garcia,2022-11-01,44,M,flemingmaureen@example.net,51,9189548372,51,284.495.0812x83964,"Logradouro:Carson, Harmon and Tucker",4576,Complemento: Diaz LLC,East Shawn,80723770,2024-04-25 15:00:43.149307
7989442934,753.382.874-71,ea371447-bdbc-405f-afd4-c5d714dc40c5,Luke Byrd,1968-02-05,44,M,lauriethornton@example.com,51,363-881-8677x958,51,5503947662,Logradouro:Patterson PLC,3855,Complemento: Murray PLC,New Michaelchester,49054899,2024-04-25 15:00:43.149637
7522819933,861.779.788-60,866541f2-d19a-435a-a48a-0f80fb7bd2e2,Kaitlyn Smith,1913-09-06,44,M,wpitts@example.net,51,(440)399-1212,51,001-932-718-5000,Logradouro:Carroll-Evans,2140,Complemento: Harris-Fernandez,Lake Bradley,58572911,2024-04-25 15:00:43.150023
8961444373,449.228.481-85,02645515-ba96-47ae-8d2d-066345ade242,Robert Bell,1948-11-09,44,M,williamshayden@example.com,51,449.562.8311x08314,51,228-867-3251x71351,Logradouro:Johnson LLC,4660,"Complemento: Spears, Johnson and Russell",New Arthurborough,14490470,2024-04-25 15:00:43.150453
2546730741,139.601.557-43,4adc12f7-00c4-4495-8672-a7149d109d51,Daniel Dawson,1919-11-22,44,M,zwest@example.com,51,687-489-7327x5118,51,001-967-541-1542x44526,Logradouro:Hernandez Group,3400,Complemento: Mathews-Gutierrez,Jacobmouth,23379073,2024-04-25 15:00:43.150805
2939844195,719.336.243-70,2131c551-8737-4079-9bd9-910c9f494999,John Sullivan,1983-12-03,44,M,mbeck@example.com,51,2527406097,51,270.683.6394,Logradouro:Alexander PLC,3411,Complemento: Bowen-Vasquez,East Hannah,90456829,2024-04-25 15:00:43.151145
1191423694,980.437.123-52,d1922002-3602-4692-9fa5-56b3d62dc034,Shelly Norman,1949-04-30,44,M,jonathanpowers@example.com,51,001-325-385-9085,51,465.565.5102x5818,"Logradouro:Palmer, Williamson and Gray",2552,Complemento: Evans Inc,Knightview,90857809,2024-04-25 15:00:43.151581
4031241949,267.149.256-11,8ba43e7f-f549-4a79-a560-3079f0acbc83,Stephen Stewart,1958-07-25,44,M,davidlewis@example.net,51,001-354-278-5837,51,650.630.9146x0349,"Logradouro:Jones, Walker and Lucas",2850,Complemento: Burke PLC,New Denisechester,76670151,2024-04-25 15:00:43.152005
5606278330,702.849.486-16,c09b2680-1883-4e03-a656-6f844f2544c0,Kristine Henry,1968-02-07,44,M,robin96@example.net,51,947-854-4268x7127,51,5215526657,"Logradouro:Parker, Lewis and Torres",3111,Complemento: Stanton-Peters,Lake Moniqueborough,22411359,2024-04-25 15:00:43.152430
558955386,075.737.900-15,ffa828f1-570c-4bea-8c6b-a16ff9b54013,Adam Price,1946-10-29,44,M,rowlandrobert@example.org,51,+1-379-951-8285x4796,51,+1-647-359-1320,Logradouro:Clark PLC,3196,"Complemento: Clark, Peterson and Ramirez",Wattsville,82441351,2024-04-25 15:00:43.152862
920728635,227.525.271-10,8fa96f24-d258-4a9e-9a25-f2b9dae2ac7a,Mia Anderson,1984-03-27,44,M,barrettjames@example.com,51,290-763-4932x53572,51,8644473162,"Logradouro:Shaffer, Morales and Brown",2066,Complemento: Foster-Ewing,East Jenniferchester,99769868,2024-04-25 15:00:43.153324
5273320914,483.547.000-11,ea3eac9a-be99-4558-89dc-79fad9a91f8b,Kathleen Young,1949-08-10,44,M,lucaskyle@example.com,51,863-912-1002x712,51,+1-791-370-9188x0013,Logradouro:Barrett and Sons,2246,Complemento: Martinez and Sons,Coryborough,35913632,2024-04-25 15:00:43.153653
