crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
2466231961,558.767.384-76,297d55ef-8f5d-4f5b-8801-55e65d1fbbfa,Sara Moore,1936-12-08,44,M,murraymike@example.org,51,756.997.0620x958,51,740.628.4400,"Logradouro:Matthews, Long and Carroll",1510,Complemento: Hall-Jones,North Mirandatown,37304062,2024-04-25 15:00:47.308796
6503810915,310.841.024-55,0f5eddfb-b7c2-402c-b25f-7a2fbb18bdd1,David Green,1947-11-02,44,M,jacqueline55@example.org,51,(390)998-5266x086,51,001-529-746-0689x60853,"Logradouro:Scott, Dixon and Williams",3793,Complemento: Dixon Ltd,East Jennifer,38219821,2024-04-25 15:00:47.309234
9326487663,142.836.432-38,ada6b59d-4d01-4d5a-86b5-82208b37a385,John Kim,1941-11-04,44,M,uwallace@example.com,51,(682)307-7713x56073,51,634-237-5012,Logradouro:Mckinney PLC,352,Complemento: Edwards Group,Chelseaberg,73747616,2024-04-25 15:00:47.309585
4456423773,056.721.319-64,56580818-b949-42fa-a703-c6c8d197ee92,Ashley Thomas,2016-05-22,44,M,kgarcia@example.com,51,(607)581-2123,51,001-214-353-8131x609,Logradouro:Townsend-Quinn,1607,Complemento: Rodriguez-Jones,Bookermouth,45348967,2024-04-25 15:00:47.310053
1397143472,217.398.229-00,2a360a15-1f3f-4107-a0da-09e0bf6a43fc,Tommy Turner,1999-09-04,44,M,mcdonaldrebecca@example.com,51,3977442347,51,255-833-7693x2676,Logradouro:Griffith and Sons,969,"Complemento: Obrien, Moore and Mack",Port Barbara,10310343,2024-04-25 15:00:47.310541
10395991596,647.051.458-87,b7c7de0e-db88-4f97-8d18-c370282ae25f,Jeffrey Reilly,1921-10-13,44,M,perkinsandrew@example.net,51,7228896122,51,213.857.0805x8745,Logradouro:Roberts PLC,1850,Complemento: Mcmahon-Foster,Sotomouth,91559874,2024-04-25 15:00:47.310994
7265482263,224.366.985-46,bd0e5083-efdb-4752-ba39-8ed49544e4ca,John Wright,2009-03-24,44,M,carsonrita@example.com,51,(468)648-9562x36643,51,001-789-909-9114x9930,Logradouro:White LLC,792,Complemento: Taylor PLC,Mcdonaldside,78343378,2024-04-25 15:00:47.311396
9346789189,068.479.163-38,dd36c5c1-cd88-4f1b-81e4-030290e8ceec,Emily Perry,1912-10-15,44,M,pcarlson@example.org,51,(404)428-6033,51,261.441.6467x92956,Logradouro:Davis and Sons,2822,"Complemento: Myers, Mahoney and Curtis",Jenniferstad,12895702,2024-04-25 15:00:47.311846
8661037350,402.140.915-70,049fac47-b390-4117-8013-95c530f092d2,Pamela Schultz,1976-04-06,44,M,cindy50@example.net,51,620-371-7729,51,571.607.3429x9861,Logradouro:Sanchez-Owen,1032,Complemento: Macdonald and Sons,Nathanhaven,57326448,2024-04-25 15:00:47.312229
8507273912,476.821.741-96,9a7caa17-29ac-46c4-b8e9-f1d7d08c285f,Douglas Herrera,1962-01-03,44,M,eric59@example.com,51,634.530.3153x9283,51,(866)561-8948,"Logradouro:Campbell, Norris and Richards",4523,"Complemento: Byrd, Werner and Moss",Hallberg,18004182,2024-04-25 15:00:47.312780
4299083426,533.166.212-96,1b9cd326-f65c-43e9-ac44-4acf81967fe5,Donald Castillo,1916-08-19,44,M,oscar80@example.net,51,883.566.5737,51,(744)267-3977x3603,"Logradouro:Perez, Scott and Anderson",1154,"Complemento: Booker, Carter and Benton",Helenbury,90682488,2024-04-25 15:00:47.313318
1122654771,654.001.586-09,17b5634e-e273-42f7-ad63-9b75da34d239,Trevor Lewis,1929-12-25,44,M,barrywalsh@example.com,51,340-395-3848x8274,51,461-618-8058x6970,Logradouro:Curtis PLC,4168,Complemento: Griffin Group,South Michael,18024247,2024-04-25 15:00:47.313702
8752923401,193.531.412-22,a065eb5a-0924-42e0-9902-3337202fba52,David Cole,1976-05-11,44,M,john41@example.org,51,964-322-7163x5289,51,516.571.3241x47806,Logradouro:Johnson-Reynolds,1078,"Complemento: Walker, Simmons and Robles",West Kelseyland,44950978,2024-04-25 15:00:47.314190
4033711958,376.486.134-76,ba496737-e90a-470c-a70c-f5263d600829,Bryan Welch,1941-04-30,44,M,shawkimberly@example.net,51,(722)608-7433,51,764-867-3224,Logradouro:Browning-Robertson,1281,Complemento: Owens-Bowers,Roberthaven,55193048,2024-04-25 15:00:47.314672
598607859,041.890.305-03,b5885d94-7671-4897-b0e7-c53bace1ba74,Kimberly Smith,2005-11-13,44,M,gallegosjames@example.com,51,877.910.3540x2692,51,(878)509-2157x127,Logradouro:Nolan PLC,3154,Complemento: Travis Ltd,New Reneeberg,75280090,2024-04-25 15:00:47.315058
10734547704,390.193.515-08,cead6abb-54af-48b4-83d3-4240e6a3c97b,Anthony Garcia,2014-04-24,44,M,asmith@example.net,51,368.333.8584,51,374-238-5472x25562,Logradouro:Zamora LLC,816,Complemento: Sanders-Davis,Justinshire,79016725,2024-04-25 15:00:47.315424
2231458170,923.259.132-44,2c5f46fb-5e40-4379-af93-02e9b79ab1a1,Patricia Barnes,1985-07-26,44,M,philip12@example.net,51,924-340-3541,51,877-368-0983x50613,"Logradouro:Berger, Olsen and Garrett",695,"Complemento: Ramirez, Meadows and Perkins",West Jesusland,10450786,2024-04-25 15:00:47.315919
6520296217,928.103.698-36,478ba426-f77b-4314-a7b1-c51ab7341a0f,Brenda Taylor,1939-08-16,44,M,georgecastro@example.net,51,(983)283-2573x47072,51,001-874-474-2883x1907,"Logradouro:Johnson, Small and Maxwell",4392,Complemento: Walker-Bruce,Barreramouth,85356103,2024-04-25 15:00:47.316431
2336331146,975.590.934-69,bb400079-8b24-4fc2-9176-38b7d2edf7bf,Andre Clarke,2014-06-11,44,M,crystal84@example.net,51,362-480-8490,51,9333455638,"Logradouro:Wolfe, Lyons and Moore",4963,"Complemento: Campbell, Blankenship and Franco",Michellemouth,42771387,2024-04-25 15:00:47.316923
2458760060,301.347.101-85,8075d361-0290-468e-8623-11505d8bf8f0,Susan Warner,1977-01-07,44,M,esmith@example.org,51,(598)424-3769x80162,51,+1-445-538-0037,Logradouro:Garcia and Sons,4658,Complemento: Wood Ltd,Potterport,55586337,2024-04-25 15:00:47.317262
1038420789,662.687.958-81,f1b27644-0515-4a6f-9107-b065a63d8168,William Callahan,2018-03-07,44,M,ycarson@example.net,51,237.243.1582,51,364-244-9432,"Logradouro:White, Briggs and Moran",1492,Complemento: Davis PLC,North Brian,46195091,2024-04-25 15:00:47.317674
3674059974,839.144.574-73,68cb918d-cb5a-4b80-8bc0-f6d4566c8993,Bruce Collins,1913-12-23,44,M,jessicajordan@example.com,51,001-253-702-4102,51,(540)641-9817,Logradouro:Wood Inc,4751,Complemento: Perez-Doyle,Campbellton,51208501,2024-04-25 15:00:47.318086
8690344620,634.999.471-02,20f6d61b-e2d6-4bfa-85c0-22a0513190fb,Erin Brown,2012-06-10,44,M,alvaradodiana@example.net,51,957.319.8163,51,377.648.1266x964,Logradouro:Torres-Nelson,487,"Complemento: Williams, Ward and Campbell",Murrayville,64601519,2024-04-25 15:00:47.318595
5872273706,470.511.009-98,9a4cb2e5-8111-415c-87dc-5dbeb306f2a3,Stephanie Johnson,1959-12-08,44,M,stephensanthony@example.com,51,001-715-928-4874x73822,51,001-645-882-8260x21416,"Logradouro:Curry, Bryant and Yang",37,"Complemento: Smith, English and Jones",East Elizabeth,86964376,2024-04-25 15:00:47.319143
8948108813,792.467.857-38,16b79c72-66a9-4c82-aa41-dbcce16fc6c1,Katelyn Coleman,2021-10-14,44,M,gonzaleskevin@example.org,51,559.974.1811x3460,51,774-396-9068x80394,"Logradouro:Harris, Strickland and Anderson",2074,Complemento: Green Inc,East Justin,41770378,2024-04-25 15:00:47.319592
2663961457,517.657.140-44,77f2e15b-8eab-400c-9e3a-22a3dfec3957,Jessica Douglas,1968-07-10,44,M,smithbrianna@example.net,51,653.824.1412x32284,51,373-701-6857x68984,Logradouro:Gray-Simpson,2572,"Complemento: Armstrong, Turner and Thompson",Powellburgh,85853033,2024-04-25 15:00:47.320110
5670927959,807.641.321-48,8ac4deae-fb6b-47e7-b7a5-591d822ded32,James Murphy,1956-12-16,44,M,edward34@example.com,51,(884)276-7801x7955,51,523-700-4780,"Logradouro:Johnson, Reynolds and Villa",598,"Complemento: Russell, Peters and Cantrell",Liumouth,36999300,2024-04-25 15:00:47.320618
4709265389,574.241.975-92,5d76f0bb-f0d6-41de-817c-e4a30d8819ef,Jesse Chambers,2015-09-16,44,M,walkerbenjamin@example.net,51,5453420985,51,+1-799-511-0393x533,Logradouro:Sandoval Inc,50,"Complemento: Cook, Avila and Ryan",Lake Josephside,31537269,2024-04-25 15:00:47.321068
9760059904,258.265.187-74,98f3836f-93b6-46b6-8b9a-d8219c76083c,Tanya Espinoza,1993-09-26,44,M,damonroberts@example.com,51,648-328-4188x861,51,(375)346-4879x5244,Logradouro:Price Group,1116,"Complemento: Harris, Thomas and Perez",Courtneyport,65525670,2024-04-25 15:00:47.321516
