crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
9562571371,909.853.937-85,dd0bcb33-e3b8-458a-8c58-dc79ac8a18d6,Michael Young,1953-10-30,44,M,marcus05@example.org,51,+1-512-623-7005x52315,51,(318)249-2046x2691,"Logradouro:Lee, Sanders and Walker",4595,Complemento: Chavez PLC,New Ricardoshire,51509311,2024-04-25 15:00:26.668515
4597038309,685.274.404-31,852f9667-19ce-47c1-93e2-75abf48506c7,Kristie Jackson,1911-01-14,44,M,hthompson@example.org,51,379.523.0963,51,439.826.2497x0129,Logradouro:Collins-Robertson,4402,"Complemento: Forbes, Jones and Green",Thomashaven,27694461,2024-04-25 15:00:26.669012
6413407746,355.632.640-09,89f890d2-efa8-4dd4-9d80-14e93b7dcf86,Michael Wright,1996-05-16,44,M,navarrokeith@example.com,51,001-386-751-5605,51,785.546.4243,Logradouro:Mitchell Group,2744,"Complemento: Jones, Anderson and Nguyen",Bruceshire,30247795,2024-04-25 15:00:26.669464
2184053358,778.320.839-80,c5097125-14a8-4c76-b552-403a6c6eab86,David Hart,1951-04-15,44,M,coxsamuel@example.com,51,(997)721-0613,51,283.925.8900x33402,Logradouro:Villanueva-Davis,282,"Complemento: Kelly, Davis and Miranda",Lake Catherinehaven,93740520,2024-04-25 15:00:26.669943
2496820585,006.832.610-61,e4b00cfe-a818-4a2b-884d-567cfe054f86,Amanda Smith,2014-04-16,44,M,rkrause@example.net,51,001-774-804-8975x5331,51,+1-454-924-1219x9820,Logradouro:Johnson-Green,19,"Complemento: Morales, Green and Cox",Wilkinsburgh,40454473,2024-04-25 15:00:26.670462
6185760826,821.349.579-99,7ebc8e01-29a0-40e7-9c19-7026e8735239,Christina Roberts,1998-08-23,44,M,taylormichael@example.org,51,509.520.2618x0039,51,+1-476-592-4461x78939,Logradouro:Beard PLC,1282,Complemento: Walter-Fowler,Johnsonfurt,29919415,2024-04-25 15:00:26.670906
897557699,377.322.499-09,a8ea4da3-f4de-44c2-bbf9-720a2f4c8db1,Victor Myers,1994-08-14,44,M,yhensley@example.net,51,749-812-6377,51,921-572-8130x632,"Logradouro:Jensen, Fowler and Kennedy",2651,Complemento: Hunter Group,Mosesborough,86227329,2024-04-25 15:00:26.671370
9068238472,050.449.386-88,8865e8e2-b21e-4d38-9ed3-509e85116e41,Tanya Jones,1938-01-04,44,M,donnasullivan@example.com,51,946.940.9922x1959,51,(681)285-1314x02530,Logradouro:Harvey LLC,2496,"Complemento: Brown, Butler and Thompson",New Kimberly,71898326,2024-04-25 15:00:26.671865
6558008316,171.565.724-15,f51624bb-3f9e-4cce-b632-9c4d17dcb781,Jeff Cruz,1940-01-03,44,M,pamela51@example.com,51,522-737-4460x0779,51,(725)311-9057x45729,Logradouro:Wells PLC,3010,Complemento: Riley-Jackson,South Veronicaton,32628064,2024-04-25 15:00:26.672225
10215977304,876.683.218-70,82abd2da-cd07-468a-a741-4eee07c586a6,Amber Smith,2017-03-07,44,M,brent50@example.com,51,942-832-5770,51,001-592-905-9344x9922,Logradouro:Williams-Mcbride,691,Complemento: Carter-Nicholson,Jacobville,19809125,2024-04-25 15:00:26.672622
8111390599,227.032.329-77,7cff6ff7-af02-42a6-8193-f0b795b2fa31,Kevin Fischer,1953-05-25,44,M,nunderwood@example.net,51,001-640-927-2996x4211,51,001-267-929-9071,"Logradouro:Hanson, Brown and Carter",2348,Complemento: Doyle-Leonard,Griffinport,65931630,2024-04-25 15:00:26.673101
6352541839,247.812.064-09,d9c5e2f6-f549-4e57-995f-9b39b8d1a1ec,Tina King,1984-06-07,44,M,charles25@example.org,51,8927248705,51,746.639.4994x94503,"Logradouro:Wallace, Nguyen and Cherry",4554,Complemento: Robinson and Sons,West Garyburgh,72712585,2024-04-25 15:00:26.673860
9173595046,749.689.727-25,0bc66292-0949-44aa-9d53-4cc41ad9b5df,Lori Williamson,2021-11-24,44,M,hawkinsluis@example.net,51,449-506-2933,51,280.435.2790,"Logradouro:Chapman, Wilkinson and Joyce",638,"Complemento: Hancock, Cunningham and Evans",Colemanmouth,75442860,2024-04-25 15:00:26.674473
8760311637,646.203.946-96,14a416b5-d702-49c2-9db4-e7212d512390,Samantha Dominguez,1936-06-10,44,M,yhawkins@example.net,51,2435667447,51,7666315267,Logradouro:West-Rivera,452,Complemento: Nguyen and Sons,East Bryanmouth,22661686,2024-04-25 15:00:26.675228
6910423057,012.942.176-66,5b4b4387-ad98-4f51-a5d9-fb730994100e,James Gray,1908-12-03,44,M,james74@example.org,51,4828873501,51,(690)323-9777x9506,Logradouro:Ellis-Anderson,4828,"Complemento: James, Erickson and Martinez",Jacobmouth,50172192,2024-04-25 15:00:26.675740
6373933287,079.344.335-06,23dd9d79-e1d2-4a4d-bbed-5cbc4af841ae,Amber Bowen,1909-08-16,44,M,dstewart@example.com,51,832.832.6193x1558,51,001-320-610-8185x1085,Logradouro:Santos-Bishop,501,Complemento: Chandler-Rodriguez,Kristenbury,92336983,2024-04-25 15:00:26.676142
3713101326,226.758.600-26,93c78835-be36-4e4a-b62f-d439c7d8fbd4,Norman Hernandez,2000-04-04,44,M,andrew55@example.com,51,568-990-8820,51,2615110325,"Logradouro:Luna, Delgado and Lester",743,"Complemento: Hunter, Nelson and Shaw",East Josephland,24764756,2024-04-25 15:00:26.676618
3677209972,785.922.506-92,b653bdb6-6949-4729-8a78-2c1356028b9a,Amy Simmons,1914-11-18,44,M,ashleymorris@example.net,51,9203203853,51,794-865-1500x67628,"Logradouro:Juarez, Morrison and Roberts",2789,"Complemento: Moyer, Contreras and Richmond",Jasonchester,40267959,2024-04-25 15:00:26.677148
5701227128,376.183.177-39,e0234375-4499-40f3-8ddb-d366bb7d24a3,Devon Le,1978-04-01,44,M,jeffrey29@example.com,51,8176969970,51,7757354937,"Logradouro:House, Fernandez and Thompson",4062,"Complemento: Powell, Alexander and Hogan",Littletown,19650459,2024-04-25 15:00:26.677619
8815575763,474.185.830-87,2f3285bd-551f-4ef1-bfe6-800ad3912308,Katherine Ramirez,1977-01-19,44,M,christopher01@example.org,51,(752)874-0465x46949,51,669-325-0639,"Logradouro:Stewart, Valdez and Peters",2047,Complemento: Taylor-Cohen,Hannahburgh,54510132,2024-04-25 15:00:26.678007
1361715849,039.345.614-54,a5449f70-cc3d-4750-81d8-c167977f184e,Amanda Harrell,1977-12-16,44,M,samanthajohnson@example.org,51,001-541-943-7522,51,463.379.7305x4319,Logradouro:Campbell-Aguilar,3600,"Complemento: Hahn, Lopez and Miller",Oscarfurt,86776210,2024-04-25 15:00:26.678432
