crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
6096971792,865.685.906-49,e1880b73-62b4-48bf-9143-630e68867524,Timothy Wilson,2000-11-25,44,M,fkelly@example.net,51,001-593-446-5785x4018,51,497.327.4973x5129,"Logradouro:Smith, Odom and Saunders",1070,Complemento: King Inc,Mortonborough,47991907,2024-04-25 15:00:22.500273
9693487717,607.967.207-38,535b5e56-6d9a-4a7a-b644-7cd0c377aecc,Melanie Allen,1987-12-06,44,M,kevin24@example.org,51,426-583-3506x924,51,379.994.8471x419,Logradouro:Mosley Ltd,1044,"Complemento: Young, Pennington and Curtis",East Jeffery,83590666,2024-04-25 15:00:22.500804
2315931272,251.231.855-93,5ecfb3ca-ed36-498f-85da-800fd8feb2eb,Alexa Foley,1998-07-13,44,M,mark19@example.com,51,001-992-416-0071x3888,51,852-304-0985x774,Logradouro:Stephenson and Sons,171,Complemento: Carlson-Jennings,Kingshire,29857939,2024-04-25 15:00:22.501304
2989071239,270.432.483-29,1113f442-61f9-428b-a2bc-f17a8ad5eb57,Roy Quinn,2014-03-21,44,M,kimberly94@example.net,51,+1-485-733-0481,51,441-820-0892x58087,"Logradouro:Zuniga, Rangel and Hall",436,Complemento: Shaw LLC,South Joshua,85349976,2024-04-25 15:00:22.501828
7798291000,425.748.661-93,5f95973a-d473-48d2-a516-946f48e34f49,Summer Pratt,1966-02-03,44,M,wheelerjennifer@example.net,51,548.806.8223,51,248.843.5608x68792,Logradouro:Parker and Sons,1243,Complemento: Rangel-Hall,Derrickfort,14903409,2024-04-25 15:00:22.502347
8198350401,392.666.095-36,d01ebbef-086f-42d5-bcfc-29b076571aa4,Emily Miller,1924-01-05,44,M,timothyduarte@example.com,51,259.893.5514x133,51,+1-812-966-3520x87404,Logradouro:Jackson and Sons,2601,Complemento: Sims LLC,West Tony,78742260,2024-04-25 15:00:22.502809
5887895904,322.144.009-07,dafea514-e934-40c5-9817-db3e86b69114,David Matthews,2007-10-17,44,M,suzanne91@example.com,51,(318)309-5688x3751,51,361-879-8408x0267,"Logradouro:Robles, Dalton and Williamson",484,Complemento: James Ltd,Nathanstad,97362733,2024-04-25 15:00:22.503335
9438765422,715.038.264-90,e3cd0cd7-a109-4414-8830-fbc547e673fa,Theresa Stone,1943-12-25,44,M,taylorshawn@example.net,51,(250)251-9997x8174,51,986-693-2984x91039,Logradouro:Hoover PLC,710,"Complemento: Baldwin, Fields and King",Arnoldmouth,68693709,2024-04-25 15:00:22.503945
8559032404,468.919.954-00,4b2a5f48-67f7-45ed-8e90-ea72e28c0a78,Rebekah Cline,1964-05-09,44,M,jeffreywilliams@example.net,51,978.633.3241,51,577.735.4403x51150,Logradouro:Robinson and Sons,418,Complemento: Walker-Keller,East Sean,85330368,2024-04-25 15:00:22.504423
4260518042,808.258.809-80,de496df2-4f6e-4c4e-a830-57a85dbedf15,Shannon Rogers,1927-01-28,44,M,denise67@example.org,51,(631)620-1405x98790,51,8008076986,"Logradouro:Woods, Gibson and Cooke",4287,Complemento: Turner LLC,Port Dana,23227623,2024-04-25 15:00:22.504894
2873644865,926.349.209-38,af47294b-56b5-4962-93bc-3b1a4d303bd0,Carol Keller,1919-11-24,44,M,morrowchase@example.net,51,001-436-507-9007x104,51,+1-741-366-3673,"Logradouro:Barber, Grant and Matthews",171,"Complemento: Johnson, Thomas and Alexander",South Charles,83935999,2024-04-25 15:00:22.505526
5325338743,594.039.252-05,8ea5ed95-ec63-47d1-ae4c-6da5544829f9,Michelle Obrien,1984-09-09,44,M,brandonjackson@example.org,51,(206)599-0106x69122,51,001-403-872-9277x047,Logradouro:Gill Group,2064,Complemento: Ruiz-Schwartz,West Stefanie,68390525,2024-04-25 15:00:22.505995
2342831643,276.682.229-10,3616f7ff-69c6-4bd8-9e33-b9c9e1ff846b,Alex Davis,1969-11-26,44,M,sscott@example.com,51,001-329-735-1958x71210,51,(537)281-6279x5081,Logradouro:Stanley Ltd,3307,"Complemento: Allen, Nicholson and Davis",Sherryfurt,45854911,2024-04-25 15:00:22.506485
3993086289,998.650.090-72,22fd79f2-fc2c-485a-be61-13e1d5e9f42b,Brett Hernandez,2007-10-26,44,M,hernandezsara@example.net,51,(666)377-1835x44874,51,(358)221-3607x5066,Logradouro:Roberson-Hernandez,4578,Complemento: Dominguez and Sons,Jenniferview,30667735,2024-04-25 15:00:22.506963
9137941066,126.860.465-89,e869e0d3-a272-4737-b769-d17795d4d700,Rachel Nguyen,1961-11-09,44,M,powersjonathan@example.net,51,+1-754-308-0619x95903,51,7004299291,"Logradouro:Williamson, Davis and Lopez",2491,Complemento: Henry LLC,Theresaville,29354310,2024-04-25 15:00:22.507497
9076855174,904.868.412-94,4a36e05d-30ad-49ce-a8ff-5996e762fb22,Todd Baker,1964-08-13,44,M,clucas@example.net,51,830-894-4555x0393,51,+1-523-716-4035x14546,Logradouro:Buchanan-Nelson,4748,"Complemento: Morrow, Harrington and Hunter",Ramirezstad,84599336,2024-04-25 15:00:22.508056
10101535699,960.164.146-70,88c64a60-19e8-4260-920e-762324e5612b,Sharon Reyes,1914-11-18,44,M,stephensonangela@example.com,51,+1-812-955-3739x1876,51,(938)220-0592x0741,"Logradouro:Taylor, Caldwell and Ross",4482,Complemento: Long Inc,Vegamouth,54934956,2024-04-25 15:00:22.508598
8252198607,273.106.607-57,775f9ee0-27f4-4bef-8af5-d59b8566dcb4,Charles Hayes,1977-05-02,44,M,kimberly75@example.org,51,538.444.9540,51,001-332-404-2123x5897,"Logradouro:Chen, Morales and Ramirez",3146,Complemento: Watson Inc,Rhodesbury,57329620,2024-04-25 15:00:22.509081
8427937954,964.432.922-86,7bc32997-e4df-4d24-8b4b-9ae577762583,Tommy Garcia,1947-11-06,44,M,lacey97@example.com,51,(349)823-2925x751,51,+1-977-736-2201x3963,"Logradouro:Mcdaniel, Ware and Petty",779,Complemento: Jackson and Sons,New Emily,50942237,2024-04-25 15:00:22.509548
5792242805,944.645.848-02,a22b8f1c-f2d9-47fa-87ec-cf1e5b20def8,Ashley Escobar,2008-02-27,44,M,jgreen@example.org,51,362.313.7484x0150,51,5467132095,"Logradouro:Franklin, Reeves and Walsh",4968,Complemento: Frazier Ltd,New Sarahland,52661928,2024-04-25 15:00:22.510039
9126282109,381.424.892-95,6e92db41-6e80-4e65-a160-068c21f0c491,Todd Pennington,1968-02-22,44,M,valerie35@example.org,51,889.865.2532,51,216.582.4215x12329,"Logradouro:Smith, Perez and Simmons",2841,Complemento: Rasmussen-Richard,West Colefort,59091966,2024-04-25 15:00:22.510564
2663730509,005.362.673-75,794f5331-9d2a-45e6-a693-1d474d9f31c0,Cassandra Watson,1930-05-05,44,M,codybaker@example.net,51,(334)889-3042x19578,51,203.254.6952x931,"Logradouro:Mccormick, Parker and Murphy",265,Complemento: Stewart-Harrington,South Ashley,99681443,2024-04-25 15:00:22.511143
6268352137,265.635.263-06,078d77e1-9b9f-4a0c-b9f8-111b849ddd47,David Schroeder,1933-10-27,44,M,phylliscook@example.net,51,628.961.6773x164,51,+1-676-628-6754x6849,Logradouro:Flores Ltd,3172,Complemento: Perez-Long,Patriciaton,32256112,2024-04-25 15:00:22.511611
9120531234,181.716.443-09,fdfc265e-cee8-4fe3-b737-667f0ff458be,Matthew French,2016-10-30,44,M,lisa72@example.com,51,(413)735-5601,51,+1-584-867-2723x903,Logradouro:Porter LLC,3694,Complemento: Evans-Carpenter,North Thomasmouth,53451010,2024-04-25 15:00:22.512004
8079873894,361.238.191-19,d0a5615c-ece6-4b97-b971-88fd1fc59bc2,John Miller,1961-04-05,44,M,brownchristopher@example.net,51,621-641-4953,51,(293)371-3769x67866,"Logradouro:Bean, Morrow and Foster",3678,Complemento: Warner LLC,Lauraburgh,71676843,2024-04-25 15:00:22.512483
7887540497,595.951.962-31,86b775bd-4d4d-4773-a8ed-68d7e9516161,Danielle Johnson,1960-05-06,44,M,wesleybell@example.net,51,(449)943-6992,51,258.763.4724x73489,Logradouro:Williams Group,2376,Complemento: Herring Inc,North Monicashire,60624706,2024-04-25 15:00:22.512862
8955943200,708.683.405-02,6764a9c4-ea4f-433b-bf4d-b820d34f9fc3,Danny Hunt,1909-06-08,44,M,davidharris@example.org,51,+1-581-254-1728x443,51,(742)974-8317x925,"Logradouro:Dalton, Sims and Roth",4875,Complemento: Martinez Group,New Samuelville,97882621,2024-04-25 15:00:22.513345
5164099266,252.494.775-00,e10f08f2-5ae3-4a39-88b7-e6d026376a86,Samuel Navarro,1946-03-06,44,M,reyesgregory@example.org,51,(709)358-5679x7963,51,001-706-918-0832x8605,Logradouro:Chapman-Mendoza,4494,"Complemento: Flores, Jenkins and Khan",Kyliefort,71294899,2024-04-25 15:00:22.513881
6026467774,601.992.447-58,ce1ef5e4-d005-440e-8984-8ed0b6af274c,Amanda Davis,1915-02-02,44,M,jennifer90@example.net,51,(844)760-5309,51,622-710-9863x406,"Logradouro:Hodges, Brown and Smith",3010,Complemento: Daniels LLC,Joemouth,63417180,2024-04-25 15:00:22.514308
1774437039,244.452.037-85,61e6df8e-7626-43fa-aae2-7d4b69fcab4a,Sandra Porter,1955-04-18,44,M,ricejoseph@example.org,51,384.336.8180x6080,51,+1-301-217-5043x492,"Logradouro:Figueroa, Cherry and Baker",4336,Complemento: Norris and Sons,Lake Jeremyburgh,65141034,2024-04-25 15:00:22.514790
1544669320,035.002.276-35,041c36dc-9d17-4e6c-975e-ef2d16ea4efa,Julie Hicks,2012-10-12,44,M,orozcorachel@example.org,51,001-471-602-8845x61434,51,(861)245-3242,"Logradouro:Harrison, Mueller and Kane",4601,Complemento: Martin-Dawson,North Daniel,71648656,2024-04-25 15:00:22.515318
7473312718,023.233.000-08,6a96a515-6bb5-462f-a3cd-7d8f59e25db5,Crystal Martinez,2020-01-29,44,M,rogerthompson@example.org,51,001-227-970-1763x34678,51,401-500-5446x2745,"Logradouro:Fisher, Young and Simon",4298,"Complemento: Taylor, Rivers and Johnson",South Deannaview,88452553,2024-04-25 15:00:22.515901
5193390395,463.692.071-60,be712190-3dce-4e96-b2f7-2bb3e2a16a17,Amy Stark,1979-01-16,44,M,nmerritt@example.net,51,746.901.8728x7311,51,(780)564-4956,Logradouro:Decker-Russell,973,Complemento: Stafford-Barnes,New Ryanhaven,50046606,2024-04-25 15:00:22.516348
1921828993,083.481.755-12,0fd80643-6b7b-4e59-bde6-9035bde97ccd,Mallory Day,1973-11-10,44,M,jenniferpatel@example.org,51,+1-557-204-5661x2891,51,245.649.7486,"Logradouro:Nelson, Kelly and Brewer",4581,Complemento: Gonzalez Group,Juliefurt,87317008,2024-04-25 15:00:22.516826
4968494873,827.754.479-02,e436b52f-5cab-4e96-99db-c656510aa952,Joseph Jones,1911-04-25,44,M,lgallegos@example.net,51,417.703.5943,51,+1-259-580-5342x0544,Logradouro:Gallegos-Armstrong,3721,Complemento: White-Robinson,West Nicoleland,63602014,2024-04-25 15:00:22.517268
5269420665,206.127.062-06,209d02ed-c41f-4f22-8c66-d7c5715f6c36,Chris Christian,1927-01-22,44,M,elliottglenda@example.net,51,517.478.5562x50827,51,967.235.2433x602,Logradouro:Ortiz-Turner,1781,Complemento: Frost-King,Allenburgh,56364937,2024-04-25 15:00:22.517746
2832930814,260.364.207-30,1f042df4-0f5b-4955-804e-e637125159f7,Ian Kaiser,1988-03-31,44,M,kimberly31@example.org,51,757.933.6725x608,51,413.396.3252x585,"Logradouro:Love, Taylor and Chandler",1950,Complemento: Valdez-Whitehead,Lisaview,11036147,2024-04-25 15:00:22.518232
3403388144,872.344.925-00,4090424e-d537-45d7-82a3-bc31ad57d3d6,Ralph White,2022-06-11,44,M,adrianamartin@example.org,51,001-628-653-3888x376,51,+1-898-379-3354x817,"Logradouro:Daniel, Espinoza and Chapman",3701,Complemento: Campbell-Hall,North Jamieland,50487810,2024-04-25 15:00:22.518764
2916064028,378.166.306-03,07915159-dbe0-4986-b194-0bd588de13dd,Brittany Newton,1912-11-07,44,M,gchang@example.org,51,001-505-330-6104x5307,51,553.705.5043x538,Logradouro:Harvey and Sons,994,Complemento: Combs and Sons,Noahbury,49146552,2024-04-25 15:00:22.519107
3009662923,812.453.836-04,cc17c699-272e-4306-abb8-7c9f701c6f94,Monica Cortez,1927-01-13,44,M,joshua60@example.net,51,303.328.9289,51,(874)611-5841,"Logradouro:Higgins, James and Chandler",733,Complemento: Miller-Walters,South Terri,17200207,2024-04-25 15:00:22.519580
3381109015,210.260.372-55,49c491da-f140-4427-af29-f1af4e5682f1,Nathan Mitchell,1940-04-16,44,M,feliciacarter@example.com,51,(253)761-4749x8266,51,4802876881,Logradouro:Elliott and Sons,2130,Complemento: Kline-Johnson,South Matthewview,58017611,2024-04-25 15:00:22.519989
2812805899,720.952.122-40,aca0b4d0-6782-400d-9ea3-8e7d67648615,Robert Lane,2003-07-29,44,M,samuelgarcia@example.net,51,+1-498-327-6269,51,8663202648,Logradouro:Reese-Thomas,4195,Complemento: Jones-Williams,North James,50001478,2024-04-25 15:00:22.520426
8993498225,919.652.872-98,f2a39c1f-6516-4e52-aee5-a3581e5010ac,Kenneth Powell,1914-06-02,44,M,dana61@example.com,51,(804)652-3607x409,51,921-872-4647x7745,Logradouro:Powers-Lara,3463,Complemento: Stewart-Brown,Catherinechester,15167318,2024-04-25 15:00:22.520817
7195549180,955.554.836-60,69cc1dfb-2767-4172-bce6-9d7c4250a15f,Belinda Herrera,1967-01-12,44,M,laura88@example.org,51,823-487-9360x227,51,(612)216-2829,"Logradouro:Gray, Richardson and Davis",4588,Complemento: Singh-Martin,Englishfort,73791990,2024-04-25 15:00:22.521283
9574628844,202.284.411-45,1b683ec3-d016-4749-9b04-15603a05e4b3,Tracy Maxwell,1943-07-20,44,M,vgiles@example.org,51,949-794-7358x06561,51,(503)873-1171,Logradouro:Macdonald Ltd,4388,Complemento: Johnson-Knox,South Susanfurt,12975549,2024-04-25 15:00:22.521645
5660249976,228.959.129-71,cc7676df-ea31-4531-a39a-1d26382aafab,Nathan Moore,1915-06-05,44,M,melissaperez@example.net,51,846-645-1612x5773,51,001-212-744-4101,"Logradouro:Kim, Fields and Davis",1360,Complemento: Cruz and Sons,Williamsshire,96435373,2024-04-25 15:00:22.522103
