crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
7299604343,651.646.493-65,73188323-439c-4409-b471-293f59403137,Megan Diaz,1929-01-26,44,M,ghester@example.net,51,630.956.3434,51,536.528.9513,Logradouro:Morgan Inc,579,Complemento: Meyer LLC,South Donaldberg,96050845,2024-04-25 15:00:39.011166
10828725939,184.054.677-85,072a1396-1701-438c-a5d1-02a0261c84b5,Christopher Stephens,1993-09-14,44,M,barnescolin@example.org,51,+1-450-253-3735,51,894.945.8598x0624,Logradouro:Taylor-Brown,3141,"Complemento: Odonnell, Blevins and Small",West Lori,20163955,2024-04-25 15:00:39.011849
2150069683,286.373.791-09,3b0ff942-3cd8-43bf-9f2b-00e9efb26f7f,Richard Thompson,1976-11-07,44,M,jonathan48@example.org,51,902.274.2771x610,51,(630)249-3260,Logradouro:Mcmahon Group,41,Complemento: Williams LLC,Caitlinville,16847200,2024-04-25 15:00:39.012258
10210938316,689.996.299-37,ba99dd12-426b-4ee3-ac34-c7aefde29dc4,Natalie Green,1927-02-27,44,M,umccann@example.com,51,957-958-7858x094,51,236.429.1345,"Logradouro:Robinson, Forbes and Haas",48,Complemento: Arellano Ltd,Port Anthonyshire,17863490,2024-04-25 15:00:39.012789
5860172370,422.346.651-83,8b79d1f6-d980-4f36-bcd4-ff6937071f48,Julie Campbell,1916-10-28,44,M,abbotttimothy@example.org,51,(557)944-3068x7736,51,599.339.6828,Logradouro:Sims-Roy,4759,"Complemento: Berry, Durham and Shepard",North Lawrence,27827359,2024-04-25 15:00:39.013376
10802697358,792.100.673-63,3b9938d4-093b-4c6f-9f2c-4e114e5deff2,Manuel Allen,1930-03-28,44,M,griffinkari@example.net,51,(743)223-8873x544,51,001-845-328-6220x0370,Logradouro:Perkins and Sons,3270,Complemento: King-Perez,Clarkefurt,52620793,2024-04-25 15:00:39.013871
609016661,991.257.307-20,9a9eca01-5f55-4b21-9908-5126f12f4797,Kathryn James,2009-11-20,44,M,james68@example.com,51,(890)235-3298x581,51,945.606.5964,Logradouro:Mclaughlin Group,508,Complemento: Mcdonald-Swanson,South Douglas,96922581,2024-04-25 15:00:39.014293
5889913608,226.473.159-14,a30c75d1-abee-402b-830f-180540ad8061,Joseph Harmon,1925-08-10,44,M,nclayton@example.com,51,725.354.8791x19358,51,717-304-6978x49281,"Logradouro:Campos, Adams and Barker",1961,Complemento: Myers LLC,Wrighthaven,80021012,2024-04-25 15:00:39.014812
10804849513,382.012.131-57,ee159748-de95-4ea1-99ef-4d3bc6097b90,Ryan Pope,1919-08-09,44,M,hendricksheather@example.net,51,(406)542-5371,51,464.727.3748x2817,"Logradouro:Cardenas, Brewer and Martinez",669,Complemento: Sanders-Wright,Lake John,98835856,2024-04-25 15:00:39.015412
7824764940,440.206.994-70,074067b8-43a7-45ad-9c1c-15893b2b59ca,Rachael Wright,1914-03-05,44,M,nwagner@example.org,51,(691)301-0518,51,785-635-2149,Logradouro:Pennington-Brown,116,Complemento: Andrade and Sons,New Teresamouth,49179123,2024-04-25 15:00:39.015848
3042908452,879.977.084-99,d0759c20-53a5-4660-935a-befc4f2cf42f,Emily Horton,1992-08-10,44,M,hannajonathan@example.org,51,(882)335-5272x0240,51,+1-590-488-4123x34916,"Logradouro:Rose, Jimenez and Wood",848,"Complemento: Rivers, Schmidt and Nielsen",New Julia,24433204,2024-04-25 15:00:39.016495
3891550554,015.596.933-12,7f58f3de-3dc2-4441-9419-2c203a3c140e,Carl Perkins,1924-11-13,44,M,troy26@example.org,51,676-553-2721,51,201-469-2010,Logradouro:Campbell Ltd,3268,Complemento: Mcdonald-Hill,South Scotttown,80816505,2024-04-25 15:00:39.016911
832526750,591.922.300-67,d8d5f30f-4c37-4182-b68d-945aaf5dfb12,Angela Thompson,1922-01-23,44,M,vreid@example.net,51,001-698-378-5978x9183,51,+1-396-635-3884x5276,Logradouro:Patterson-Boyd,3676,"Complemento: Simmons, Singh and Morgan",New Michael,59370796,2024-04-25 15:00:39.017459
863171126,636.342.457-78,bcdeaabc-01b7-46bf-b777-8f937c82a76d,Sarah Baker,1958-06-21,44,M,hughesmiranda@example.com,51,(545)261-7236,51,(423)297-3908x9450,"Logradouro:Keith, Green and Cobb",323,"Complemento: Lee, Jordan and Blanchard",Markbury,56088233,2024-04-25 15:00:39.018099
8654419709,948.668.995-49,29190dd0-05ff-474d-83a0-6cd1abe6aa79,Tracy Jones,1988-08-28,44,M,bjensen@example.org,51,534-313-8555x3475,51,741.214.8104,"Logradouro:Harrison, Johnson and Bruce",4179,Complemento: Donovan-Chandler,Jensenton,43392425,2024-04-25 15:00:39.018661
330263131,701.795.290-13,3a181896-8145-4105-86e0-0117d1f092cd,Lindsay Jackson,1946-06-01,44,M,wilkinsonsamuel@example.net,51,889.761.1175,51,001-872-429-1152x183,"Logradouro:Hawkins, Norris and Boyd",2961,Complemento: Griffin PLC,Lake Lorimouth,92297268,2024-04-25 15:00:39.019193
7485028058,972.931.813-10,d045c6a9-7775-41b9-8671-cb90e4f74a32,Mark Nelson,1958-08-20,44,M,oneillamy@example.com,51,+1-802-460-6142,51,392.669.8002x9135,"Logradouro:Burns, Reeves and Cruz",1277,Complemento: Rogers-Dixon,New Brendanville,68898516,2024-04-25 15:00:39.019779
7342253419,488.030.058-62,9f16ebff-04b9-4736-9691-db56fd67e6ec,Heather Jordan,1986-03-21,44,M,greenemaria@example.org,51,001-215-467-1187x576,51,001-700-660-1965x2749,Logradouro:Thomas-Jones,4000,"Complemento: Sanchez, Butler and Vaughn",Teresatown,79621685,2024-04-25 15:00:39.020367
8593997668,091.687.008-14,edf0bf1b-0822-4d49-87ee-895848898664,Lisa Stewart,1968-08-19,44,M,michellelynch@example.org,51,(632)735-7223x15459,51,605.602.8240x14573,Logradouro:Lindsey-Myers,4113,Complemento: Mccoy-Turner,New Toddborough,97975152,2024-04-25 15:00:39.020863
5193925903,117.031.479-10,de5299a9-893a-4682-adf1-f037c9e8ca4a,Mark Marks,1975-08-04,44,M,xwilliams@example.org,51,793.760.2798x1696,51,+1-576-561-7081x478,Logradouro:Daniels LLC,2030,"Complemento: Taylor, Poole and Byrd",Ryanmouth,57623727,2024-04-25 15:00:39.021313
9540519266,592.730.913-50,d93f4a19-296a-46a8-8f63-3cd0eec14b1f,Bradley Smith,1999-03-26,44,M,icastaneda@example.net,51,+1-980-473-2097x149,51,+1-649-345-9396x8598,Logradouro:Campbell PLC,1988,"Complemento: Robinson, Mckee and Frank",Lake Jasonbury,23376204,2024-04-25 15:00:39.021764
5683415979,331.997.590-09,e4b25da7-f3ef-46a8-b9e9-53e1dcaf8ef4,Edward Collins,2023-05-27,44,M,christopherblair@example.net,51,+1-669-723-5878x59589,51,(376)339-6883x4031,Logradouro:Miller LLC,3559,Complemento: Bonilla LLC,Jamesbury,48684452,2024-04-25 15:00:39.022149
3043537649,207.159.901-28,33568f50-7622-47e2-9deb-441dcde4a7d5,Eric Fox,1979-08-14,44,M,tlivingston@example.com,51,001-806-966-9903x2186,51,001-714-477-0448x036,Logradouro:Mcdonald-Khan,3338,"Complemento: Koch, Lambert and Hernandez",New Amandatown,41917053,2024-04-25 15:00:39.022651
5509982916,563.348.891-17,fb122e0e-37e8-4f37-8585-81373076974c,Ann Mason,2020-07-22,44,M,jpeters@example.net,51,780-395-1776x4589,51,962-968-8391x333,"Logradouro:Webb, Miller and Paul",2045,Complemento: Ali-Carlson,North Krystal,90256017,2024-04-25 15:00:39.023149
8912382876,462.544.120-04,b368c857-f08b-43d3-a2ba-ba38f8faa42d,Sherry Andrews,1978-06-06,44,M,fletchercarmen@example.com,51,495.274.2662x9944,51,(590)367-2542x705,Logradouro:Camacho Inc,4782,"Complemento: Parker, Weaver and Kane",Matthewside,42727748,2024-04-25 15:00:39.023635
8156957808,852.389.620-10,d890106a-548c-434a-95d1-3fc148f713bd,Brian Murphy,1962-08-19,44,M,barberlauren@example.org,51,(947)959-1661,51,340.686.8248,Logradouro:Gallagher-Carney,1533,Complemento: Lopez-Villarreal,Michaelberg,29057581,2024-04-25 15:00:39.024114
4785132694,385.310.551-30,fe40ded5-a75c-4289-81b3-6db2efbd36ca,Nathan Vargas,1956-10-07,44,M,scott00@example.org,51,001-226-246-8308x18647,51,001-655-501-4077,Logradouro:Stewart PLC,1993,Complemento: Dalton Inc,West Christopher,53683924,2024-04-25 15:00:39.024455
531753295,332.021.872-79,87fb4f0f-5978-46cf-9a40-8bdd5eda7459,Rebecca Brown,1970-09-05,44,M,melendezjacqueline@example.org,51,(838)967-7061x616,51,+1-454-748-9874x36485,Logradouro:James-Giles,2312,"Complemento: Williams, Elliott and Perez",North Samuel,31261523,2024-04-25 15:00:39.024996
8053136730,691.297.151-21,b630a0b5-7919-43fd-ad29-222a1bce4b44,Teresa Pope,1947-04-14,44,M,mcdonaldcheyenne@example.com,51,965.366.4500x4612,51,452-979-5931x811,Logradouro:Moreno Ltd,3226,"Complemento: Kelly, Evans and Rosales",Port Gabrielaborough,65822885,2024-04-25 15:00:39.025484
9794582555,084.819.648-16,31182c7c-3d85-4078-9be3-2b8bb8529be9,David Copeland,1963-12-11,44,M,sowens@example.com,51,890-313-2217,51,(419)484-1906,Logradouro:Barrera-Thomas,2678,Complemento: Riddle-Evans,Ellisonside,35520276,2024-04-25 15:00:39.025943
8650606748,587.627.981-11,ebea19dd-cf40-42d7-939c-621cf7eb8001,Thomas Wilson,1972-12-30,44,M,margaret31@example.net,51,620-528-5420x03993,51,315.264.3352,Logradouro:Torres PLC,398,Complemento: George Ltd,Williamchester,52139751,2024-04-25 15:00:39.026281
1235438511,708.234.197-03,f38504e2-9207-4ace-9eef-9e3db42f4531,Victoria Goodman,1983-06-13,44,M,lwilkerson@example.net,51,001-666-606-8881x0086,51,(850)628-1827x4104,Logradouro:Riggs-Carlson,392,"Complemento: Lane, West and Landry",Lake Janiceberg,56397432,2024-04-25 15:00:39.026784
235713346,780.539.225-03,3135dd01-6488-4e6a-b42f-c4dc4b336f49,Nina Mccann,1918-11-20,44,M,chanryan@example.com,51,244.723.0135x3701,51,(597)778-8187x12098,Logradouro:Perez PLC,859,"Complemento: Green, Thomas and Armstrong",Andrewchester,34087837,2024-04-25 15:00:39.027272
3239801998,833.648.110-91,127b8ca0-c5df-4323-89b0-2cd605cc1ed9,Trevor Lee,1987-11-01,44,M,nmcbride@example.net,51,+1-344-231-0427x9679,51,(478)511-1139x74295,Logradouro:Aguilar Inc,4171,"Complemento: Davis, Fox and Marshall",North Jeffreystad,32528081,2024-04-25 15:00:39.027727
4764781372,197.434.049-02,7ceef486-0044-4352-a39b-c3525939e90d,Amber Greene,2007-05-07,44,M,danielchase@example.net,51,5773909897,51,+1-623-597-9744x46679,Logradouro:Webb PLC,3147,"Complemento: Smith, Stewart and Soto",Lake Kelseyfurt,40231179,2024-04-25 15:00:39.028215
2166651225,685.104.519-23,1ab17f76-0e18-4909-ad9b-5474de9ce0d4,Denise Carter,2009-02-23,44,M,dianagarcia@example.com,51,001-791-670-0651x810,51,001-612-353-8507x1141,"Logradouro:Peterson, Smith and Davis",591,Complemento: White Inc,Butlerborough,67418676,2024-04-25 15:00:39.028694
10216210938,553.605.412-02,6edc4e4c-3979-459c-a10e-15745111a77b,Edward Edwards,1967-05-22,44,M,brianhoffman@example.net,51,+1-816-302-7360x978,51,+1-393-709-1047x158,Logradouro:Collins and Sons,2187,Complemento: Nolan Inc,Ashleyburgh,50915015,2024-04-25 15:00:39.029048
3012769876,942.877.029-99,ae48c5a6-7602-4dd4-8582-f968f4e8d859,Ryan Oneill,1912-04-23,44,M,kendra84@example.com,51,473.396.1408,51,826.664.6739,Logradouro:Sanders-Shelton,4612,Complemento: Sullivan-Hall,Saundersburgh,16886448,2024-04-25 15:00:39.029459
1468189515,699.260.390-65,9f8a6d92-2307-4f38-a95f-146a4ab07e8e,Sandra Wilson,1977-09-24,44,M,ericaallen@example.net,51,633-680-9839,51,588-505-9866x1059,Logradouro:Garcia Ltd,4439,Complemento: Spencer Inc,East Laurenbury,13074175,2024-04-25 15:00:39.029813
6726202326,790.928.205-20,854ab222-7cea-4df4-ad1e-6a5c470c28b3,Casey Dunn,1960-05-02,44,M,alex30@example.com,51,779.704.2798,51,(840)659-5059x66314,Logradouro:Bishop and Sons,744,Complemento: Lopez-Peters,North Hannahburgh,73890554,2024-04-25 15:00:39.030169
2231952970,876.557.205-09,acc4db75-b473-4d22-8f3f-1339e6fb38ea,Maria Fox,2016-01-24,44,M,ddavis@example.com,51,872-337-5360x9659,51,(320)401-0819x74507,"Logradouro:Burton, Gordon and Parker",2891,"Complemento: Ryan, Terry and Zamora",Jeffport,17560631,2024-04-25 15:00:39.030683
9130385554,641.080.848-88,a73b8148-e8a2-42db-9ced-a5443af0c867,Billy Kerr,1994-12-24,44,M,vegaalbert@example.net,51,(384)275-3218,51,(366)334-1266x6391,Logradouro:Cox Ltd,98,Complemento: Martinez-Barrera,New Carrie,51923244,2024-04-25 15:00:39.031082
1738972767,272.546.958-99,1f2b262b-8863-41cb-a7f5-114ee90074de,Brent Acosta,1909-01-24,44,M,vaughanmichael@example.com,51,(437)700-7138,51,(926)751-5307,Logradouro:Robinson Group,857,Complemento: Myers-Padilla,Lake Mary,24909828,2024-04-25 15:00:39.031480
2759508949,557.636.958-01,570c5449-2fff-4581-a78a-fb249e64bdfb,Jerry Cooper,1932-04-13,44,M,rlawson@example.net,51,431.618.8128x2104,51,464.319.6437x01109,"Logradouro:Hawkins, Sampson and Bryant",2408,Complemento: Bailey-Cooper,Port Dawnmouth,94064169,2024-04-25 15:00:39.031946
6631830986,094.814.890-00,d8fdfe7e-eb72-4380-a773-3d72fa3ca497,Adrian Brown,1937-07-26,44,M,yrogers@example.net,51,685.399.9386,51,386.660.8190,Logradouro:Warren Ltd,3397,Complemento: Levine LLC,Lake Elizabethport,83421207,2024-04-25 15:00:39.032267
5956096849,979.021.753-66,cae95838-e766-4efe-9313-d046e349bb55,Brian Collins,1974-11-18,44,M,psmith@example.com,51,001-454-912-1946x4048,51,001-468-287-4160x4973,Logradouro:Hayes Group,2265,"Complemento: Roberts, Fisher and Galvan",Jackieborough,77463201,2024-04-25 15:00:39.032688
8883761942,148.236.095-06,d317b9ee-0716-40c2-989a-7f6ed0b79148,Gordon Andrews,1919-12-03,44,M,joseph98@example.net,51,5396191811,51,001-210-552-6081x70601,"Logradouro:Sims, Gonzalez and Taylor",1879,Complemento: Villa and Sons,East Howardhaven,39034608,2024-04-25 15:00:39.033094
9632072275,735.216.096-50,e46f37b5-1093-4666-9e23-65b99fd5f8db,Emily Espinoza,1976-06-01,44,M,courtneyross@example.com,51,+1-236-898-6102x6653,51,(501)580-5373,Logradouro:Lee Group,2410,Complemento: Miller-Moore,West Antonio,51096247,2024-04-25 15:00:39.033494
1293866803,134.792.673-94,920e47fb-00e5-40cb-89af-f5438304e763,Julie Collins,1936-05-21,44,M,sarajones@example.com,51,+1-567-304-5633,51,493-290-7968,Logradouro:Webb LLC,264,Complemento: Stanley-Guerrero,Jasonstad,74781625,2024-04-25 15:00:39.033892
3570609831,208.010.285-07,63577d72-48f7-49b9-84df-8f997c172f9f,Kimberly Morse,1947-06-15,44,M,kathy01@example.com,51,2086441460,51,6202749451,Logradouro:Valenzuela LLC,205,"Complemento: Brown, Walters and Harris",Mitchellland,37541826,2024-04-25 15:00:39.034308
2454039653,896.328.899-40,6c631272-be4a-4920-95e1-da242b97f3d2,Frances Daniels,2010-03-18,44,M,jennifergardner@example.net,51,366-947-3978x73656,51,(872)285-8357,"Logradouro:Jacobs, Howard and Bryant",727,"Complemento: Roberts, Marsh and Park",Lake Ryanland,61939508,2024-04-25 15:00:39.034868
9470165919,174.681.775-54,250cb7d6-8329-4780-ba77-81b1e318809e,Michele Campbell,1952-09-20,44,M,harrisnicholas@example.com,51,994.375.2940x385,51,7398475126,Logradouro:Combs Inc,564,Complemento: Cruz PLC,Lake Courtneychester,89727482,2024-04-25 15:00:39.035223
1164808666,839.412.564-67,b03cbd30-e629-4366-9d9b-f56aea830775,Mark Johnson,1961-01-08,44,M,smithlogan@example.org,51,+1-607-602-2601,51,+1-378-889-5726x83653,Logradouro:Bradford-Page,3708,Complemento: Newton-Walker,South Catherineton,61236380,2024-04-25 15:00:39.035671
605865747,354.953.396-90,2fca8d00-4be2-4cc2-a0de-35a043796f5c,Jeanne Lang,1988-03-01,44,M,ksmith@example.net,51,(334)551-8217x256,51,709-351-4750x875,Logradouro:Colon Ltd,4613,"Complemento: Sandoval, Wolfe and Anderson",West Karen,38384468,2024-04-25 15:00:39.036089
10474502006,966.705.424-10,78bac5f4-74dd-4dcc-9f3f-1fba11bfaf83,Julie Vazquez,1965-06-19,44,M,cindy15@example.com,51,+1-900-302-8448,51,987-430-0600,Logradouro:Ward and Sons,3962,Complemento: Hays-Mcdonald,Thomashaven,93174784,2024-04-25 15:00:39.036446
